probe_name	transcript_name	function	structural	category	sub category 1	Officix7515_In1.c	Officix7515_In1.t	Officix7515_In5.c	Officix7515_In5.t	Officix7515_L1.c	Officix7515_L1.t	Robustx7515_In1.c	Robustx7515_In1.t	Robustx7515_In5.c	Robustx7515_In5.t	Robustx7515_L1.c	Robustx7515_L1.t	Spontx7515_In1.c	Spontx7515_In1.t	Spontx7515_In5.c	Spontx7515_In5.t	Spontx7515_L1.c	Spontx7515_L1.t
GS1_AS_15015_03991	SCCCRZ2C04G03.g	Unknown	.	.	Uncharacterized protein C9orf126 homolog	7.3624	7.7654	7.8953	7.5717	7.0116	7.2357	7.4842	7.8731	7.693	7.7894	6.9376	7.4673	7.4432	7.8854	7.4837	7.6513	6.9851	7.4735
GS1_SS_13800_07255	SCRURT2009D02.g	.	.	.	.			8.8178						9.5746						8.6521	9.1886		
GS1_SS_13798_05006	SCCCLR1076G12.g	Cytoskeleton and vesicle trafficking	.	.	Actin-7 Actin-7	8.4366	9.0764	14.8154	13.2704	14.8733	13.9897	8.6139	8.8712	14.9192	13.0343	14.9043	13.8947	8.4301	10.6697	14.8681	14.63	14.8024	14.215
GS1_SS_13797_14918	SCRURT2009B06.g	.	.	Carbohydrate metabolism	Aminosugars metabolism	9.9402	9.2117	8.5793	8.8908	8.8606	8.7334	9.7725	9.3049	8.7691	8.1268	9.3582	9.1455	9.8994	10.0528	8.4011	9.0805	8.856	8.9154
GS1_SS_13795_09340	SCRURT2009A05.g	Unknown	uncharacterized	.	.	7.8106	9.3124	7.9574	10.7568	7.8462	12.0503	7.5232	7.7384	8.037	8.8788	7.4205	10.8233	7.828	7.5235	7.839		7.8305	
GS1_SS_13792_14035	SCRURT2008F10.g	Others	ATPase	.	Katanin p60 ATPase-containing subunit A-like 2; Katanin p60 subunit A-like 2; p60 katanin-like 2	10.3323	10.6897	10.6364	10.8214	9.7517	10.1523	10.3647	11.0315	10.6163	11.1048	9.7774	9.9909	10.4078	10.7275	10.4689	11.5177	9.7295	9.9713
GS1_SS_13790_10162	SCRURT2008D11.g	Carbohydrate metabolism	several pathways (several putative substrates)	Cell wall	glycosyl hydrolase family 3 protein	13.5088	13.4959	9.8745	11.7941			13.3747	12.4334	10.0022	11.689			13.4221	13.3656	9.5967	10.2212		8.2855
GS1_SS_13788_12320	SCCCCL4009D10.g	.	.	.	Macrophage erythroblast attacher	12.8124	12.8522	13.1885	12.7127	12.7442	12.718	12.8685	12.9102	13.33	12.8362	12.7683	12.4194	12.8432	12.8616	13.1906	13.4088	12.7711	12.5899
GS1_SS_13821_19383	SCCCLR1077D09.g	.	.	Stress	Water stress	10.3308	10.5512	10.4376	10.2903	10.679	10.5444	9.9611	10.4352	10.4196	10.5728	10.7819	11.2202	10.1626	10.8058	10.3148	10.799	10.4889	11.0726
GS1_SS_13818_14396	SCVPRT2079G12.g	.	.	.	Protein FAR1-RELATED SEQUENCE 5 OS=Arabidopsis thaliana GN=FRS5 PE=2 SV=1 					6.2583	6.5245					6.1892						6.4522	
GS1_SS_13815_12508	SCRURT2011D06.g	.	.	.	Ureide permease 2; AtUPS2	6.1093	6.6774		6.3358			6.2258		6.7556	7.8919			6.5265	6.4511		6.8116		
GS1_SS_13814_05769	SCQGST1033A02.g	.	.	.	.	6.6474	6.1998	6.7842					6.6438										
GS1_SS_13813_00829	SCJFRT2060G04.g	Signal Transduction	Transcriptional factor	.	ZF-HD homeobox protein At4g24660; AtHB-22		6.6409	11.8576	10.1945					11.8714	10.0031	6.4346				11.6945	11.6687		
GS1_SS_13805_08479	SCRURT2009G04.g	.	.	.	Synaptic vesicle 2-related protein; SV2-related protein	6.0187	6.2724	6.8699	6.7083	7.3198	7.2273			6.6905		7.383	6.4446			6.9014	7.6686	7.4871	8.1571
GS1_SS_13803_01138	SCEQRT2091F04.g	.	.	.	RING-H2 finger protein ATL3G	7.8531	8.4836	8.6428	8.9824	6.3277	6.9566	7.4893		8.709	6.8467	6.3714		8.0878		8.728		6.1955	
GS1_SS_13802_07670	SCCCCL3001H07.g	.	.	.	F-box/ankyrin repeat protein SKIP35 OS=Arabidopsis thaliana GN=SKIP35 PE=1 SV=1 	11.3716	11.8169	11.716	12.2427	11.6416	11.379	11.3696	11.3366	11.8006	11.649	11.6568	12.0865	11.4154	11.4121	11.5821	11.3959	11.583	12.8098
GS1_SS_13801_08446	SCRURT2009D04.g	Unknown	uncharacterized	.	Unknown protein DS12 from 2D-PAGE of leaf, chloroplastic; Unknown protein DS12 from 2D-PAGE of leaf, chloroplastic;	9.1924	9.2736	9.8392	9.3941	13.2122	13.2395	9.1142	10.7262	9.7585	11.0693	13.1892	14.981	9.1833	9.9238	9.5705	11.1109	13.1629	14.1376
GS1_SS_13770_11100	SCRURT2006D06.g	Vitamin and Cofactor metabolism	synthase	.	8-amino-7-oxononanoate synthase (AONS) (8-amino-7-ketopelargonate synthase) (7-keto-8-amino-pelargonic acid synthetase) (7-KAP synthetase) (L-alanine--pimelyl-CoA ligase)	8.8878	9.1459	7.5502	8.3131	7.6061	8.0091	8.758	8.6283	7.4633	7.6371	7.6613	7.4806	8.565	8.2043	7.3959		7.647	
GS1_SS_13768_21871	SCRURT2006D03.g	.	.	Unknown protein	.	7.4334	7.5884	10.8377	10.7613	9.9761	10.5154	7.2415	7.5746	10.8986	11.044	9.9162	10.6609	7.4053	8.7412	10.7731	11.1227	9.8194	10.1374
GS1_SS_13767_06466	SCEZRT2024F04.g	.	.	.	.	9.4761	9.3415	9.3864	9.1567	7.9217	8.2992	9.1109		9.0189		8.0181		9.1714		8.644		7.7767	
GS1_SS_13765_09244	SCEQLB1066F10.g	.	.	.	.	13.198	13.0647	13.1202	13.2043	11.5702	11.5559	13.1888	13.2529	13.1557	13.5179	11.3716	11.3682	13.135	13.0785	13.0064	13.4217	11.7036	12.1464
GS1_SS_16252_13824	SCCCLR2001B01.g	.	.	.	RNA-binding protein cabeza; Sarcoma-associated RNA-binding fly homolog; P19	12.6976	12.4533	12.9505	12.801	12.2397	12.1505	12.615	12.4224	12.9438	12.6441	12.2551	11.9633	12.682	12.8977	12.8765	12.7993	12.1988	12.2635
GS1_SS_16254_02720	SCRLRZ3042D06.g	Unknown	uncharacterized	.	.	8.9634	8.7882	9.2794	8.7632	8.7591	8.4684	8.8304	7.2255	9.2893	7.9115	8.9368	7.3647	8.8261	7.0521	8.8332	7.451	8.9311	
GS1_SS_16257_14341	SCRLRZ3043B01.g	.	.	.	.	11.8508	12.1504	12.3113	12.2655	12.3535	12.2662	11.7834	11.7141	12.3969	12.0325	12.4813	12.3912	11.9066	11.7012	12.2774	11.8721	12.4563	12.4989
GS1_SS_16258_08431	SCRLRZ3043B10.g	.	.	.	Importin-4; Imp4; Importin-4a; Imp4a; Ran-binding protein 4; RanBP4	6.3872	6.1786	6.4872	6.2451			6.3687	6.747		6.613			6.3884					
GS1_SS_16259_08286	SCRLRZ3043B11.g	.	.	.	.	9.4531	9.9621	8.7063	8.4908	7.6179		9.3933	9.6004	9.0768	9.2415	7.6636		9.3571	9.7927	8.5863	10.7649	7.5736	
GS1_SS_16240_09617	SCSFRT2068A07.g	.	.	.	Myosin-2 heavy chain; Myosin II heavy chain	10.7459	10.3407	11.1589	10.4895	11.0952	10.9339	10.4873	10.3097	11.1578	10.5217	11.3897	10.7579	10.9312	10.9349	11.1592	11.5655	11.0235	10.9333
GS1_SS_16241_01225	SCJLLR1105E10.g	.	.	.	ADP-ribosylation factor GTPase-activating protein AGD4; Protein ARF-GAP DOMAIN 4; AtAGD4; GCN4-complementing protein 1	11.664	12.0488	12.5486	12.5758	11.1823	11.7224	11.8308	11.9793	12.7177	12.1394	11.1932	11.2529	11.9189	11.8863	12.6683	11.9275	10.867	10.6673
GS1_SS_16243_09304	SCVPRT2076G05.g	.	.	.	.	7.7946	8.4602	8.8302	8.3769			7.7967	8.4277	8.5945	8.8512			7.6812	7.943	8.4903	10.3472		
GS1_SS_16248_10982	SCRLRZ3042B03.g	.	.	.	Retrovirus-related Pol polyprotein from transposon TNT 1-94; Includes: Protease; Includes: Reverse transcriptase; Includes: Endonuclease	6.1186	6.5852											6.3308					
GS1_SS_13764_10094	SCQGRT1041A10.g	Unknown	uncharacterized	.	.	6.5581	6.3204	6.5742	6.7313	6.7547	6.5073	6.6302	6.6967	6.4747	6.4986	6.5651	6.947		6.7432		6.8279	6.7109	7.4199
GS1_SS_13755_08116	SCRURT2005D01.g	.	.	.	.	10.6541	11.6988	10.064	10.7834	7.6692	9.4704	10.4926	11.183	9.9825	10.4851	8.1284	9.7056	10.1008		9.4803		8.2375	
GS1_SS_13752_03796	SCRURT2005A08.g	.	.	.	Putative 1-aminocyclopropane-1-carboxylate deaminase; ACC deaminase	6.6079	6.9085	7.3152	7.4573	7.6499	7.8923			6.6152		7.8168	7.7266		7.5085		7.55	7.6726	8.753
GS1_SS_13787_08882	SCRURT2012A08.g	Unknown	no matches	.		8.6854	8.9622	8.0838	8.3994	8.1527	8.3713	8.3814	7.3314	8.0348	6.5885	8.246	7.5574	8.4148	8.8738	7.735	8.2439	8.3476	9.367
GS1_SS_13784_06677	SCEQLB1065E01.g	.	.	.	Nuclear migration protein nudC; Nuclear distribution protein C homolog; Silica-induced gene 92 protein; SIG-92	12.3119	11.7564	11.1348	11.2709	11.2603	11.0466	12.3601	12.3529	11.2505	11.7928	11.3013	12.0269	12.3943	12.7485	11.0739	11.3835	11.1973	12.1312
GS1_SS_13783_19932	SCCCLR1072B10.g	.	.	Protein metabolism	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit S10) (Rpn	13.316	13.2547	12.2075	12.4443	12.0093	12.0675	13.1173	12.6036	12.0742	12.1193	12.4748	12.0391	12.9728	12.5566	11.8897	11.587	12.3046	12.1121
GS1_SS_13781_03122	SCRURT2006H09.g	Unknown	uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 1	10.4078	10.3385	11.2152	11.1896	7.782	8.1596	10.4063	8.5434	11.1564	11.2504	7.8587	8.2491	10.4341	8.9601	12.2722	16.2414	7.8926	8.8154
GS1_SS_13779_13450	SCRURT2006H05.g	Unknown	no matches	.		6.7737	7.4615		6.5451	7.7965	8.4621	6.7418	9.4023		8.7343	8.0152	10.1128	6.5274			7.7826	7.8552	8.5057
GS1_SS_13777_12174	SCRURT2006H01.g	.	.	.	Ribosomal protein S4, mitochondrial	12.3021	12.522	11.3295	11.2113	10.5898	11.0527	11.8386	13.0957	11.1766	11.7026	10.7609	11.7499	12.1105	11.7369	11.1505	9.81	10.7757	11.0454
GS1_SS_13775_10926	SCRURT2006G04.g	.	.	.	Protein SEC13 homolog; SEC13-like protein 1	14.7273	14.7769	14.233	14.4426	13.5824	13.6996	14.4645	15.1887	14.1631	14.8625	13.5953	14.0117	14.5556	14.3155	14.0563	13.6489	13.6157	13.529
GS1_SS_13772_06683	SCRURT2006E12.g	.	.	.	.	9.5608	9.4805	8.8927	8.9786	8.037	8.2968	9.2778	9.4098	8.711	8.9185	8.2837	8.4154	9.4105	8.5064	8.5009	8.119	8.1458	7.6886
GS1_SS_16523_01257	SCUTRZ3073C01.g	.	.	.	WD repeat domain phosphoinositide-interacting protein 3 (WIPI-3) (WD repeat protein 45-like) (WDR45-like protein)	11.4941	11.1077	11.9749	11.3546	11.3793	11.2363	11.3058	11.2128	11.946	11.822	11.3776	11.6442	11.5426	10.7209	11.89	11.6066	11.3512	10.8969
GS1_SS_19114_09329	SCVPLR1049A10.g	.	.	.	.	8.2388	9.1618					7.9902	7.9753					8.0755	7.421				
GS1_SS_14050_16840	SCJFRZ2033A09.g	.	.	Receptors	receptor Ser/Thr kinase	9.1335	9.3181	9.69	9.5954	9.4912	10.0556	9.0695	8.3308	9.7191	9.1248	9.2588	8.9687	9.1141	8.6277	9.3856	9.5455	9.3309	8.9358
GS1_SS_19116_05550	SCCCLR1C07G12.g	.	.	.	E3 ubiquitin-protein ligase RNF12 (RING finger protein 12) (LIM domain-interacting RING finger protein) (RING finger LIM domain-binding protein) (R-LIM)	12.0762	11.8345	11.4537	10.9317	11.5935	11.3482	12.0774	12.248	11.4695	11.3396	11.6734	11.4881	12.0526	12.1289	11.2867	11.0491	11.6623	11.8634
GS1_SS_16526_14129	SCUTRZ3073E02.g	.	.	.	.							5.8125	7.0548	6.5797	7.465		6.96	5.9843	6.7524				7.1841
GS1_SS_19118_04022	SCCCLR1C08D11.g	.	.	.	tRNA (cytosine-5-)-methyltransferase NSUN2; NOL1/NOP2/Sun domain family member 2; Myc-induced SUN domain-containing protein	10.5684	10.924	10.4641	10.2661	10.7067	10.9622	10.1321	10.3117	10.7372	10.3805	10.1896	10.7956	10.9023	11.3456	10.4206	10.0288	11.1026	11.3259
GS1_SS_14047_11425	SCVPRT2073B11.g	.	.	.	Putative esterase At1g33990	11.6008	11.5832	11.5539	11.9898	12.3172	11.5346	11.5195	11.8163	11.325	12.1557	12.6851	12.5718	11.5283	12.3533	11.5369	12.5498	12.756	12.7328
GS1_SS_16528_00133	SCUTRZ3073E09.g	.	.	.	Putative vacuolar protein sorting-associated protein 13E OS=Dictyostelium discoideum GN=vps13E PE=3 SV=1 	7.1281	7.2363	7.1919	6.9253	6.7837	7.0042	6.8273	7.3072	7.0411	6.949	6.9676	6.8612	7.0145	7.1884	6.9363	7.5171	6.8498	6.6265
GS1_SS_16531_20376	SCUTRZ3102B07.g	.	.	Pathogenicity	.	11.0723	9.9112	10.6958	9.6376			11.0059	10.5131	10.6503	10.878	6.7111		11.0262	10.6921	10.4169	9.6819	6.8175	
GS1_SS_19100_20444	SCJFLR1013D08.g	Others	transferase	Stress	Water stress	12.6245	13.0356	13.0885	13.0938	12.2612	12.9092	12.3829	12.156	13.1004	12.8002	12.285	13.9378	12.5929	12.5678	13.0088	13.7972	12.3198	13.9419
GS1_SS_14074_21282	SCVPRT2076B03.g	.	.	Carbohydrate metabolism	Beta galactosidase-like protein	6.8145	7.0761				6.6209	6.5835	7.4188	6.6524	7.1243		6.6872	6.6478	7.3363			6.4955	
GS1_SS_16511_04168	SCUTRZ3071H01.g	DNA metabolism	helicase	.	DEAD-box ATP-dependent RNA helicase 3	11.298	11.6619	11.4745	11.2379	15.7857	15.7186	11.2012	11.1281	11.685	10.9854	15.9062	15.2208	11.3466	11.7143	11.3616	11.7946	15.953	15.7679
GS1_SS_19105_00261	SCCCLR1C04E05.g	.	.	.	.	10.9295	11.0359	11.9776	12.0029	11.7883	11.7207	10.7618	10.998	11.9459	11.8784	11.8125	11.9673	10.9523	10.805	11.8234	11.5858	11.7431	11.8733
GS1_SS_14070_09154	SCVPRT2075E05.g	Unknown	uncharacterized	.	.	13.5292	13.202	12.2468	13.2074	10.062	8.6921	13.383	11.1942	12.4653	11.0896	10.1647		13.4751	10.3157	12.1912	10.4664	10.0689	7.589
GS1_SS_16513_12596	SCCCRT2001D11.g	Unknown	uncharacterized	.	RecName:Probable carboxylesterase 17; AltName:AtCXE17	9.5039	8.4942	12.8439	12.2887	11.448	10.8642	9.2651	7.7339	12.9774	12.3484	11.6656	12.1219	9.3551	10.326	12.846	13.5377	11.5949	11.1232
GS1_SS_14069_13868	SCVPRT2075D11.g	.	.	.	.	9.5482	9.7511	8.7768	8.7484	7.2923	7.032	9.5566	10.2044	8.6646	9.6394	7.3303	8.2646	9.5747	9.4918	8.5731	8.8299	7.3207	7.796
GS1_SS_19109_01089	SCCCLR1C04G11.g	Transport	translocator	.	Outer envelope pore protein 16-2, chloroplastic; AltName:Chloroplastic outer envelope pore protein of 16 kDa 2; Short=AtOEP16-2; Short=OEP16-2; AltName:Outer plastid envelope protein 16-S; Short=AtOEP16-S; Short=Seeds outer plastid envelope protein 16	9.3896	8.3932	11.1111	11.1328	6.7355		9.2426	8.0936	10.9535	8.6678	7.1	7.4876	9.3445	8.1074	10.7179	7.4534	7.1154	
GS1_SS_14067_20108	SCQSRT1035C03.g	.	.	Protein metabolism	Peptidylprolyl cis-trans isomerase (EC 5.2.1.8)	11.519	11.5089	10.9149	10.5801	10.9003	10.5608	12.0555	12.926	10.9832	11.7737	10.5124	11.5824	12.1593	12.4855	11.1048	11.437	10.9446	11.8228
GS1_SS_19111_18223	SCCCLR1C06B11.g	.	.	Stress	DNA repair	9.2255	9.4161	8.9914	8.8604	8.0751	8.4012	9.2039	9.5759	9.0461	9.3924	8.2066	8.6199	9.156	9.4706	8.7719	9.4615	8.0212	8.1815
GS1_SS_16518_04672	SCUTRZ3072E04.g	.	.	.	Vacuolar cation/proton exchanger 3; Ca(2+)/H(+) exchanger 3; OsCAX3	9.9498	10.1027	10.4339	10.5804	9.4435	9.9362	9.8357	10.2133	10.5326	10.6832	9.521	9.9445	9.918	10.5287	10.1494	11.0288	9.4518	10.12
GS1_SS_14061_19549	SCCCRZ2C03D05.g	AminoAcid and nitrogen metabolism	decarboxylase	Amino acid metabolism	Glutamate decarboxylase 1 (GAD 1)	16.2657	15.5616	16.2087	16.1867	13.8263	13.7355	16.1431	16.3194	16.1934	16.7425	14.0412	15.2155	16.1549	16.0469	16.2927	16.0256	14.111	16.0783
GS1_SS_19112_08771	SCCCLR1C06E03.g	.	.	.	.	9.4983	6.8619	12.4843	9.4782	12.0226	10.7848	9.3196	9.5634	12.4328	11.5782	12.1135	11.2676	9.2551	10.4666	12.3774	11.7729	12.0093	12.2728
GS1_SS_16520_11914	SCQSRT1034D11.g	.	.	.	Bromodomain adjacent to zinc finger domain protein 2B; Extracellular matrix protein F22	8.8845	8.8745	8.3953	8.359	7.8441	8.1467	8.69	8.6768	8.2705	8.2349	8.0825	7.9539	8.7369	8.0192	7.9911	7.6318	8.0018	7.916
GS1_SS_19113_02915	SCCCLR1068E08.g	.	.	.	Putative F-box/LRR-repeat protein At3g28410	7.3553	6.6559	6.7835				7.22						7.1242					
GS1_SS_19140_18142	SCSFRT2069F10.g	.	.	Amino acid metabolism	alanine--glyoxylate aminotransferase	7.5881	7.6832	9.7178	9.1362	9.5277	8.9288	7.2129	7.3726	9.7432	9.2049	9.3217	9.0653	7.7803	8.9055	9.7372	11.0145	9.0282	9.3466
GS1_SS_16542_11475	SCUTRZ3103D03.g	.	.	.	.	7.9387	7.876					7.747				6.5549		7.8126					
GS1_SS_14085_14189	SCEQLB1068F07.g	Unknown	uncharacterized	.	RecName:Probable glucuronosyltransferase Os05g0123100; AltName:OsGT43A	12.3785	11.8377	14.9665	13.6752	11.6494	9.9818	12.2928	11.4775	15.1142	13.2664	11.7574	11.0474	12.3523	12.385	14.9806	15.1419	11.6534	11.0479
GS1_SS_16543_17072	SCQSRT2033E01.g	Vitamin and Cofactor metabolism	Transferase family	Secondary metabolism	putative nicotinate phosphoribosyltransferase	8.97	8.4605	10.3069	9.6308	9.7557	9.5149	8.7948	8.6716	10.2891	9.7752	9.8705	9.5	8.9491	9.1215	9.9596	9.68	9.7057	9.509
GS1_SS_19142_10938	SCRURT2008A08.g	.	.	.	.	6.9663	6.5312					6.4806											
GS1_SS_16547_07460	SCCCCL4013F03.g	.	.	.	Conserved oligomeric Golgi complex subunit 3; COG complex subunit 3; Component of oligomeric golgi complex 3	10.449	10.1544	10.3046	9.5671	9.8666	9.5418	10.3474	10.3697	10.3437	10.3086	9.9589	10.0241	10.4082	9.8632	10.0499	9.3992	9.8711	9.293
GS1_SS_14079_01545	SCVPRT2076E09.g	.	.	.	Probable metal-nicotianamine transporter YSL6; Protein YELLOW STRIPE LIKE 6; AtYSL6	6.6065	7.402	7.4624	7.0765	8.4719	8.5398	6.714	7.4939	7.6362	7.881	8.6292	9.2321	6.5461	7.304	7.1711	8.2121	8.4586	8.3564
GS1_SS_19146_06010	SCEZRT2019D08.g	Unknown	uncharacterized	.	.			9.8458		6.6917				11.2009	7.3586	6.8986				10.9621	12.8424	6.8666	9.527
GS1_SS_14076_21228	SCVPRT2076C12.g	Cell wall metabolism	Other glycan degradation	Cell wall	Glycoside hydrolase family 10 protein (Xylanase)	8.8529	8.8689	9.5553	9.2762	7.822	7.6786	8.6676	9.389	9.3755	9.7557	7.2717	7.5801	8.7551	9.0036	9.2083	9.5391	7.3106	7.4474
GS1_SS_16553_19478	SCSGST1068A11.g	.	.	Protein kinase	putative RLCK	10.8389	10.8394	12.0667	11.5339	10.6458	10.0252	10.711	10.5788	12.0601	11.5966	10.8288	10.9916	10.8718	10.9122	11.9285	12.8049	10.5697	10.9982
GS1_SS_19125_12207	SCSGLR1025D03.g	Unknown	uncharacterized	.	RecName:Polycomb group protein Pc; Short=Protein polycomb	10.7944	10.4069	10.1783	9.7337	11.9737	12.0589	10.546		10.2579		12.0211		10.5841		9.9568		11.9329	
GS1_SS_16533_19194	SCEPRZ1009H11.g	Transport	.	Transporters	Transmembrane amino acid transporter protein (Aa_trans)	7.2502	6.9252	8.9226	9.1113	9.2143	8.8751	6.9682	6.79	8.6995	7.685	9.2296	9.2116	7.6791	9.4994	8.6113	9.0645	9.0498	10.0499
GS1_SS_19126_12972	SCCCLR1C11E04.g	.	.	.	.	12.21	12.1387	11.4031	11.4652	11.3014	11.163	11.9981	12.4665	11.323	11.8276	11.5727	12.1203	12.1322	11.6329	11.1418	10.9718	11.4269	11.6268
GS1_SS_16534_12632	SCUTRZ3102E06.g	.	.	.	.	9.2764	9.173	9.231	8.9642	7.7726	7.2196	9.0428	9.3836	8.8779	9.195	7.8111	8.0309	9.3217	9.24	9.0221	9.337	7.553	7.6073
GS1_SS_19127_04261	SCJFRZ2013E04.g	.	.	.	Putative protein Pop3	12.9662	12.305	12.3802	12.1126	11.981	11.5973	12.9088	12.6927	12.324	12.1311	12.0268	11.4476	12.9714	13.1355	12.2928	12.242	11.9611	11.9856
GS1_SS_14092_12582	SCCCRT2C07C05.g	.	.	.	.	9.0134	9.2953	7.5767	8.5111			8.7723		7.5189		5.8525		8.7186		7.6014			
GS1_SS_19134_15014	SCQSRT1034C08.g	Cell wall metabolism	cell wall differentiation	Cell wall	Fucosyltransferase	9.8942	9.7866	10.7987	10.2484	9.5945	9.5873	9.7305	9.6646	10.6095	10.0623	8.9367	9.1359	9.8005	9.6872	10.7478	10.1761	9.5382	9.4778
GS1_SS_14091_12286	SCCCRZ2C03E10.g	.	.	.	RecName:Serine/arginine repetitive matrix protein 1	12.469	12.241	12.0821	12.5153	12.2563	12.3411	12.4114	12.6313	12.0502	12.7587	12.4171	13.1743	12.4371	12.8527	11.881	11.7486	12.3827	13.2645
GS1_SS_16536_02567	SCBGAM1093C11.g	.	.	.	RecName:Platelet binding protein GspB; AltName:Serine-rich adhesin for platelets; AltName:Serine-rich repeat protein GspB; Flags: Precursor	11.5941	11.7797	12.2207	12.0321	12.971	13.4356	11.5054	11.6432	12.2905	11.7046	12.9603	13.3691	11.592	11.0707	12.1167	11.1541	12.7802	12.9711
GS1_SS_19135_16206	SCCCRT1C05A05.g	.	.	Phosphatases	RecName:Probable protein phosphatase 2C 40; Short=OsPP2C40	12.1156	12.3311	12.1182	11.9937	12.4896	12.4199	12.0247	11.7164	12.1292	11.9538	12.6688	12.5946	12.0185	13.0163	11.928	12.38	12.6489	13.2044
GS1_SS_16537_01327	SCSFST3079E03.g	Unknown	no matches	.	.	10.9534	10.6479	9.9802	10.1051	9.5748	9.9733	10.7394	9.974	9.9823	9.746	9.6021	9.3787	10.8514	10.5721	9.7776	10.1405	9.4619	9.7844
GS1_SS_14089_04354	SCSFRT2071F08.g	.	.	.	Preprotein translocase subunit secY	11.2376	11.3339	10.7739	10.9505	11.0729	11.5467	11.065	11.253	10.7649	10.7966	11.3271	11.4613	11.144	11.0472	10.504	10.8324	11.3039	11.7032
GS1_SS_16539_19892	SCUTAM2087H12.g	Carbohydrate metabolism	Sucrose/trehalose/sorbitol and other mono/oligosaccharides	Cell wall	sucrose-phosphate synthase	10.1686	10.0266	11.0724	10.6544	10.302	10.3193	10.2111	10.6105	11.0844	11.1538	10.055	10.8566	10.6506	10.1748	11.1053	10.5563	9.9036	9.9463
GS1_SS_19137_15800	SCJLRZ1024A04.g	.	.	Hormone biosynthesis	Jasmonate	9.8669	9.9569	10.5184	10.8948	11.0455	11.7624	9.9931	9.8345	11.075	10.4251	10.8832	12.1339	10.009	10.3259	10.3978	9.2435	10.3883	11.2578
GS1_SS_14087_11529	SCQSRT1034F12.g	.	.	.	RING finger protein B; Protein rngB	10.1454	9.9322	10.8765	10.3449	9.4069	9.2269	10.0891	9.9574	10.571	10.4954	9.594	9.4932	10.0114	9.6783	10.5197	10.1609	9.4393	9.197
GS1_SS_14086_10010	SCJLRZ1021G04.g	.	.	.	DNA-directed RNA polymerase II subunit RPB11; RNA polymerase II subunit B11; DNA-directed RNA polymerase II subunit J; DNA-directed RNA polymerase II 13.6 kDa polypeptide	9.5684	10.2621	7.5675	8.98	7.8513	8.5078	9.1546	8.5631	7.4509	7.4145	8.1587	7.9803	9.4286	9.1909	7.0533	7.3261	7.9055	8.1608
GS1_SS_19138_11890	SCCCRT1C06A10.g	.	.	.	.	11.1735	11.4739	11.7955	11.2731	10.5818	10.8606	11.2873	11.6722	12.2237	11.6538	9.9153	10.5194	11.6077	12.2706	12.0533	11.8912	9.983	10.3666
GS1_SS_16541_10906	SCVPCL6063G10.g	.	.	.	Probable glutamate carboxypeptidase 2; Probable glutamate carboxypeptidase II	9.6215	10.0162	12.4934	12.1588	11.6103	12.0435	9.2756	10.0902	12.6715	12.2812	11.5416	11.8776	9.5787	11.0616	12.3849	12.109	11.3975	11.5897
GS1_AS_15371_03666	SCEPRZ3046A11.g	Unknown	no matches	.	.	7.232	7.6137		6.8148	6.9521	7.1676	6.9609	6.7522			6.9414		6.9232				6.8653	
GS1_AS_20649_16188	SCSBFL1044A08.g	Unknown	.	No matches	.	7.2454	8.2049			6.2671	6.1258	7.552	8.2083		7.0285	6.2074		7.1848	7.6255			6.5439	6.8044
GS1_SS_16481_18843	SCSGRZ3062H03.g	.	.	Protein metabolism	Leucine carboxyl methyltransferase 1 (EC 2.1.1.-) (Protein-leucine O-methyltransferase) (CG	10.2167	10.5483	10.1097	10.1292	10.4151	10.4181	10.0286	10.31	10.334	10.2857	10.3103	10.1375	10.1773	9.8471	10.034	9.8751	10.8468	10.7036
GS1_SS_19067_00458	SCBGLR1002D09.g	.	.	.	.	9.245	9.7622	8.5015	9.2029	7.8378	8.4997	9.0977	9.3929	8.5158	9.0397	8.041	8.5594	9.2011	9.7639	8.1259	8.5248	7.677	8.6163
GS1_SS_16482_04175	SCQSRT2036B02.g	.	.	.	Eukaryotic translation initiation factor 5B (eIF-5B) (Translation initiation factor IF-2)	10.7656	10.5767	10.5482	10.5698	10.6636	10.498	10.6781	11.1752	10.6575	10.9435	10.2288	10.9323	10.6985	11.241	10.4194	10.9772	10.5711	11.5323
GS1_SS_19068_18214	SCCCCL4001E05.g	.	.	Protein kinase	GSK3/shaggy	14.0467	13.8384	13.4031	13.5605	13.6463	13.0934	13.7758	13.4651	13.4771	13.9497	13.7331	13.7035	13.9743	14.4397	13.3292	13.5922	13.6589	13.6367
GS1_SS_19077_18643	SCCCLB1C03F07.g	Cell wall metabolism	Polysaccharide biosynthesis	Cell wall	Cellulose synthase like (CSL) putative mannan synthase	8.4471	8.4263	9.457	9.0344			8.6627	8.4642	9.3339	8.761			8.4916	9.1779	9.3016	9.4009		
GS1_SS_16483_06346	SCCCCL4013C11.g	.	.	.	Meiosis protein mei2	13.3716	13.3803	12.9954	13.175	12.6174	12.7035	13.4633	13.1238	13.0673	12.938	12.7706	12.6039	13.3432	12.6858	12.9433	12.7301	12.7622	12.3789
GS1_SS_16484_08425	SCEZRT2024G05.g	.	.	Protein kinase	Putative RLCK	8.5595	8.652	8.8375	8.4746	9.5899	10.2539	8.3725	6.7435	8.8418		9.6497	8.7982	8.5253	9.1025	8.5825	8.6819	9.3543	9.645
