probe_name	transcript_name	function	structural	category	sub category 1	3280.D.L1.C1.c	3280.D.L1.C1.t	3280.D.L1.C2.c	3280.D.L1.C2.t	3280.D.L1.C3.c	3280.D.L1.C3.t	3280.D.R.C1.c	3280.D.R.C1.t	3280.D.R.C2.c	3280.D.R.C2.t	3280.D.R.C3.c	3280.D.R.C3.t
GS1_SS_13703_08367	SCQSRT2033C02.b	Lipid metabolism	lipase	.	Esterase precursor (Early nodule-specific protein homolog) (Latex allergen Hev b 13)	11.863	12.4406	11.8245	15.4253	11.2888	10.7337	13.6853	13.418	13.881	14.1692	13.2936	13.5738
GS1_SS_13702_14147	SCEPRZ1009A06.g	Others	uncharacterized	.	Protein Red; IK factor; Cytokine IK	9.9725	8.5812	9.7466	8.9592	9.2728	9.8854	8.882	8.8351	9.5874	9.7827	9.4707	9.407
GS1_SS_13697_06821	SCQSRT2033E04.g	Unknown	Uncharacterized	.	.			8.5779		8.1223		9.3834	10.5277	9.6019		9.4342	9.2408
GS1_SS_13696_12126	SCQSRT2033C09.g	Unknown	Uncharacterized	.	RecName:Glyceraldehyde-3-phosphate dehydrogenase, testis-specific; AltName:Spermatogenic cell-specific glyceraldehyde 3-phosphate dehydrogenase 2; Short=GAPDH-2; AltName:Spermatogenic glyceraldehyde-3-phosphate dehydrogenase	13.3106	13.1793	13.8713	12.9267	13.1077	12.3321	12.0762	11.8212	12.435	11.7761	12.1535	12.1564
GS1_SS_13695_06895	SCQSRT2033C07.g	.	.	.	.				13.0169			10.6505	10.5811	11.6536	7.2498	10.6636	8.4949
GS1_SS_13692_17423	SCQSRT2033A08.g	Signal Transduction	transcription factor	Transcription Factor	WRKY	13.8048	12.8035	15.0282	13.8394	14.9855	14.0561	15.7759	14.0444	14.6225	14.8948	14.2124	15.4114
GS1_SS_18706_06272	SCQGLR1062B05.g	.	.	.	Anther-specific proline-rich protein APG; Protein CEX	11.5861	12.3354	11.9332	12.1455	12.3094	10.4654	11.4732	13.0842	12.7225	13.1735	12.2121	12.1393
GS1_SS_18708_18495	SCJFRZ1005D06.g	.	.	No matches	.	10.3161	10.7162	9.9692	9.6986	9.7166	10.9434	9.0157	8.5957	9.2387	9.3776	8.5452	8.6527
GS1_SS_18712_11754	SCRFST3145E11.g	Unknown	uncharacterized	.	RecName:Putative SERF-like protein	13.6073	13.5903	10.4738	12.435	14.4188	12.5815	14.4616	13.2816	12.9152	11.4809	15.4532	15.9199
GS1_SS_16190_13335	SCRULB1059E01.g	Unknown	uncharacterized	.	RecName:Basic proline-rich protein; Contains: RecName:Proline-rich peptide SP-B-like; Short=PRP-SP-B-like; Contains: RecName:Proline-rich peptide SP-A; Short=PRP-SP-A; Contains: RecName:Proline-rich peptide SP-B; Short=PRP-SP-B; Contains: RecName:Parotid hormone; AltName:PH-Ab; Flags: Precursor				9.796			11.5822	12.3975	13.5162	11.9623	13.2073	12.2957
GS1_SS_16191_19617	SCRFRZ3056F07.g	.	.	Transcription Factor	bZIP	10.8623	11.0718	11.9642	11.3125	10.8028	10.667	12.0144	11.6724	12.1349	12.3048	12.0665	12.1572
GS1_SS_18713_04421	SCRFST3145E10.g	Lipid metabolism	transferase	.	Diacylglycerol O-acyltransferase 2B; Diglyceride acyltransferase 2B; MrDGAT2B							7.0034	7.9037	7.7781	7.8658	7.4998	
GS1_SS_18719_08868	SCRFST3146F05.g	.	.	.	Probable carbohydrate esterase At4g34215	10.4086	9.8989	9.66	10.4429	9.5632	10.3859	9.8226	9.8319	10.1572	9.8818	9.9517	9.9386
GS1_SS_16192_16179	SCRFRZ3056G09.g	AminoAcid and nitrogen metabolism	Reductase	Carbohydrate metabolism	nitrate reductase	11.7509	9.6811	10.3924	10.3495	11.5476	11.517	10.2555	10.0299	10.3797	10.2012	10.6001	10.6219
GS1_SS_16193_18144	SCEZRZ3017D06.g	.	.	Cell cycle	SNAP25 homologous protein SNAP33 (AtSNAP33) (Synaptosomal-associated protein SNAP25-like 1)	11.3028	10.9274	11.2501	13.6262	11.5405	12.4337	13.4008	13.3963	13.0327	14.6823	12.7706	13.9005
GS1_SS_18725_10532	SCRLST3162F10.g	.	.	.	Exosome complex exonuclease RRP46; Ribosomal RNA-processing protein 46; Exosome component 5; p12B; Chronic myelogenous leukemia tumor antigen 28							7.5931	7.7418	8.48	8.459	7.5739	7.9902
GS1_SS_16194_10230	SCVPRT2077C07.g	.	.	.	Acyl-coenzyme A oxidase 3, peroxisomal; AOX 3; Medium-chain acyl-CoA oxidase; AtCX3;							8.4274	8.4331	8.5585	8.83	8.4475	8.3272
GS1_SS_18726_02638	SCCCCL3120A06.g	.	.	.	Vacuolar protein sorting-associated protein 8 homolog							7.1244		7.4603		7.143	7.5099
GS1_SS_16196_13034	SCEPRT2047E03.g	.	.	.	RecName:15-cis-zeta-carotene isomerase, chloroplastic; Flags: Precursor	11.182	10.6719	10.4165	9.0318	9.9461	10.4026	9.9181	9.7081	10.2306	10.2647	10.1009	10.2835
GS1_SS_13708_12497	SCVPRT2083B12.g	Carbohydrate metabolism	kinase/phosphatase	.	Phosphoglycerate kinase, cytosolic							13.1312	13.51	15.318	12.0755	14.3893	13.6615
GS1_SS_18703_05174	SCUTLR1058E09.g	.	.	.	40S ribosomal protein S13	13.7608	14.1067	14.561	13.3833	13.5386	14.4274	15.2279	15.0444	15.4262	14.9437	15.2555	14.7151
GS1_SS_18704_08527	SCRFST3142H09.g	.	.	.	2-aminoethanethiol dioxygenase; Cysteamine dioxygenase							9.1341	9.2584	9.0858	7.947	8.4888	8.779
GS1_SS_16184_19733	SCEQLR1092F02.g	.	.	Transporters	Aromatic-di-Alanine (AdAR) repeat (NSF)	13.6062	13.8842	13.7615	14.8052	12.7921	12.6116	13.5212	13.2213	13.7334	13.7363	13.2707	13.2117
GS1_SS_18705_08759	SCBFRZ2049H03.g	.	.	.	.			8.1816	8.9379								
GS1_SS_16185_00711	SCRFRZ3055H05.g	Unknown	Uncharacterized	.	RecName:Epstein-Barr nuclear antigen 1; Short=EBNA-1; Short=EBV nuclear antigen 1	9.2899	9.3919	11.303	13.2652	8.9979		9.9688	9.2613	10.3225	9.6592	10.3832	10.0526
GS1_SS_13691_04808	SCQSRT2033A02.g	Unknown	.	.	RecName:Uncharacterized protein Rv2082							10.5156	11.0481	11.6266	9.311	10.8961	9.8001
GS1_SS_18657_14497	SCVPRZ2035G01.g	.	.	.	Probable acetyltransferase NSI; Nuclear shuttle protein-interacting protein homolog	11.2984	11.084	11.3512	11.1358	10.4812	10.4033	9.6103	8.7596	9.1001	9.3878	8.9381	8.8762
GS1_SS_16145_00041	SCEQAM1042F03.g	.	.	.	.	8.5022	8.2025	7.8072				7.6469	7.8812	8.2977	8.1743	8.0245	8.1131
GS1_SS_13647_16802	SCCCLR2001H05.g	Others	Alcohol dehydrogenaseCell wall	Carbohydrate metabolism	Pentose and Glucuronate interconversions	9.8598	10.2277	10.2561	12.2115	10.0217	9.2554	13.6205	12.827	13.7534	13.0983	14.0389	14.3738
GS1_SS_18658_05224	SCQGST3153F10.g	.	.	.	Indole-3-glycerol phosphate synthase, chloroplastic; IGPS;					7.5545				7.5237		6.8239	7.5229
GS1_SS_16146_13026	SCSFFL4082E10.g	Unknown	uncharacterized	.	RecName:Ninja-family protein 4	9.5184	12.6318	9.5069	11.7657	9.9992		10.2154	13.1826	10.1265	12.4139	10.6	10.7642
GS1_SS_16147_03429	SCQGST1032C04.g	Unknown	uncharacterized	.	RecName:Sigma factor binding protein 1, chloroplastic; Short=AtsibI; Short=Sigma factor binding protein I; AltName:SigA binding protein; Flags: Precursor	8.8721		9.1651		9.733	9.3123	8.1901	8.3917	7.8803		8.3269	8.6738
GS1_SS_13646_13908	SCMCRT2105H11.g	Others	uncharacterized	.	Peptidyl-prolyl cis-trans isomerase CYP40; PPIase CYP40; Cyclophilin of 40 kDa; Cyclophilin-40; Rotamase CYP40; Protein SQUINT	11.4886	11.7921	11.1462	11.1334	10.7493	11.1303	11.3414	10.9381	11.5177	11.1982	11.7184	10.9813
GS1_SS_13640_09153	SCSFRT2068F10.g	.	.	.	RecName:Transcription initiation factor TFIID subunit 11	9.4783	9.6807	10.4499	10.5995	9.6295	9.1997	11.2542	11.3517	11.711	11.8979	11.6961	11.8778
GS1_SS_13638_17704	SCCCLR1C05G08.g	Redox Metabolism	.	Secondary metabolism	peroxidase							10.3963	11.4432	12.6972	9.6891	11.9898	10.2921
GS1_SS_13636_21233	SCJLRT1017H03.g	.	.	Inositol	inositol kinase					7.7519		9.332	9.1384	10.4461	8.8316	9.8628	9.8416
GS1_SS_18637_07657	SCSBAD1084A09.g	.	.	.	Chaperone protein dnaJ Chaperone protein dnaJ Chaperone protein dnaJ Chaperone protein dnaJ	9.4715		11.703	9.8046	10.7157	9.9361	11.8966	11.754	12.3025	12.6107	11.9168	12.1944
GS1_SS_16132_03480	SCRLRZ3040D04.g	.	.	.	Scarecrow-like protein 9; AtSCL9; GRAS family protein 13; AtGRAS-13							8.2234	8.4802	9.1742	9.5348	8.7764	9.6902
GS1_SS_16136_04714	SCQSRZ3037F10.g	.	.	.	Transcription factor TGA3; AtbZIP22							11.6583	11.3882	11.7889	11.9431	11.5634	12.7973
GS1_SS_18640_19368	SCJFRZ2009F04.g	Signal Transduction	transcription factor	Transcription Factor	hormone-related/auxin/Aux/IAA	9.6877	9.6469	10.4837		8.3167		10.0524	10.6057	10.9647	8.8518	10.1361	9.7353
GS1_SS_16137_13855	SCEQLB1065H10.g	.	.	Receptors	Histidine kinase receptor	9.7861	9.7547	9.2009		8.9926	9.2694	10.6176	9.8775	10.8858	10.8377	10.7662	11.2119
GS1_SS_18645_02713	SCCCST3C11C04.g	Protein metabolism	histone	.	Small heat shock protein, chloroplastic;	10.952	10.6615	10.5636		11.014	10.2403	11.9337	10.2331	11.8097	11.0834	13.1715	13.0256
GS1_SS_16138_09286	SCAGLR1064D05.g	.	.	.	Protein CARP; Dermal papilla-derived protein 5 Protein CARP			8.64		8.0338		9.216	9.1852	9.8189	9.5947	9.6318	9.5862
GS1_SS_18647_01241	SCQGST3126A12.g	Others	recdutase	.	Phytoene dehydrogenase; Phytoene desaturase					8.5011		7.2489		7.7195	8.2602	7.3373	7.9624
GS1_SS_18651_20457	SCQGST1031C05.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	CMP-KDO synthetase precursor (EC 2.7.7.38)	12.8533	12.5478	13.12	11.8087	11.9943	12.1663	12.567	11.9165	13.0375	12.47	12.7566	12.6395
GS1_SS_16139_05286	SCRURT2008B10.g	.	.	.	BEACH domain-containing protein lvsA; Large volume sphere mutant protein A							8.2009	8.2486	9.2875	8.8137	9.4363	9.2832
GS1_SS_18652_06246	SCQGST3126E03.g	.	.	.	RecName:Wiskott-Aldrich syndrome protein family member 1; Short=WASP family protein member 1; AltName:Protein WAVE-1			9.1207		8.6779		7.0018	6.847	7.3593	7.389	6.9124	7.2853
GS1_SS_16141_17170	SCSGAM1094D05.g	Cell wall metabolism	Phenylpropanoid biosynthesis	Cell wall	phenylalanine ammonia-lyase�(PAL)			9.0437	9.782		8.2802	12.6132	12.9946	13.3763	12.9325	12.7209	12.939
GS1_SS_18653_19860	SCVPLR2012G08.g	Protein metabolism	chaperon	Protein metabolism	DnaJ protein	10.5927	10.0823	12.564	9.1534	10.0782	9.9363	9.2252	8.7367	8.9145	8.6551	9.1935	9.0277
GS1_SS_16143_11343	SCQGRT1040E11.g	Others	uncharacterized	.	Uncharacterized membrane protein C2G11.09			10.5639	8.859	9.4459		12.631	14.7176	13.5398	14.0953	13.5343	13.7888
GS1_SS_13650_21320	SCCCCL3002C09.b	.	.	Stress	glutathione S-transferase	12.1388	12.0304	12.3469	11.8113	12.8827	11.8952	13.3752	13.8961	14.0477	13.6451	14.1054	14.1775
GS1_AS_14624_05056	SCCCRZ2C01D04.g	Unknown	.	.	.	9.5522	9.0358	8.74	9.473	8.2786	8.8797	9.0309	8.7154	8.978	9.3132	8.716	8.9227
GS1_AS_19782_06376	SCAGAD1077A02.g	Unknown	.	.	.							7.9189	8.5933	9.4928	9.1008	8.5157	8.588
GS1_AS_14633_06136	SCCCLR1072G01.g	.	.	Ubiquitination	E2							7.8737	7.7156	7.5993		7.7713	8.1591
GS1_AS_14632_21034	SCCCRZ2C01F11.g	.	.	No matches	.	9.057	9.0089		8.9831	8.629	8.5627						
GS1_SS_13666_00822	SCQGRT1042D12.g	.	.	.	.	9.9407	9.6805	9.6271	10.1158	10.7589	10.8912	11.6544	11.7519	12.0326	13.763	11.7928	12.7975
GS1_SS_16163_06989	SCCCCL4013B11.g	.	.	.	.					7.7843		8.7515	9.7671	9.455	10.5711	9.5305	10.046
GS1_SS_18678_05860	SCQSST3114D01.g	.	.	.	RecName:Protein diaphanous homolog 1; AltName:Diaphanous-related formin-1; Short=DRF1; AltName:p140mDIA; Short=mDIA1							7.318	7.6027	8.174	8.5145	7.9849	8.3648
GS1_SS_16165_10859	SCSFRT2068G08.g	.	.	.	.	8.4951		8.832	8.2718	8.5458		10.19	11.7073	10.8288	12.2819	10.8147	11.4984
GS1_SS_13665_16161	SCEPCL6019B10.g	Carbohydrate metabolism	Nucleotide sugar synthesis, conversion and transport	Cell wall	Mannose-1-phosphate guanyltransferase			9.3976		10.407	9.7547	12.6264	12.1012	13.4447	12.1071	13.2556	12.9686
GS1_SS_13664_14172	SCMCRT2108B02.g	.	.	.	Multidrug resistance-associated protein 2; Glutathione S-conjugate-transporting ATPase 2; ATP-energized glutathione S-conjugate pump 2	13.9601	13.0767	14.0036	12.5973	13.7143	13.7528	14.0691	13.3621	14.2234	14.2532	14.0878	13.9832
GS1_SS_13662_01676	SCMCRT2107H08.g	.	.	.	.							8.0444	8.0497	8.4304	8.1279	8.1426	8.2108
GS1_SS_13660_21360	SCMCRT2107G02.g	.	.	Amino acid metabolism	aspartate-semialdehyde dehydrogenase precursor				7.8034	7.8602		8.3695	8.2481	9.2219	8.7303	8.7646	8.7192
GS1_SS_13659_02941	SCCCLR1069D03.g	.	.	.	MFP1 attachment factor 1	13.6548	14.1977	13.8795	13.198	13.8618	13.752	13.578	13.7443	13.9899	13.7555	13.8247	13.392
GS1_SS_18663_03473	SCQGST3154H07.g	.	.	.	RecName:Protein rtoA; AltName:Ratio-A; Flags: Precursor							7.2514	6.8889	7.818		7.9974	7.9644
GS1_SS_16149_14164	SCVPCL6040G06.g	.	.	.	Anoctamin-10; Transmembrane protein 16K	9.3839	9.1067	8.0681	9.8485	9.0478	10.1626	7.7637	9.0592	7.7907	7.9875	7.4085	7.8012
GS1_SS_18665_13457	SCJFRZ2027H04.g	Cell wall metabolism	cell wall differentiation	Cell wall	Plant invertase/pectin methylesterase inhibitor or Pectinesterase			7.7408	9.883			11.6816	12.0048	12.8592	11.3564	12.3767	11.7748
GS1_SS_16150_08060	SCAGST3137C05.g	.	.	.	RecName:Probable glucuronosyltransferase Os01g0675500							7.4196	8.0519	8.017	8.2868	7.9852	7.5997
GS1_SS_18669_08783	SCCCRT1004E02.g	Protein metabolism	others	.	RecName:BTB/POZ domain-containing protein At1g55760		9.0772	9.057	10.0206			9.1178	8.7474	9.6419	8.486	9.0556	8.7198
GS1_SS_16151_20809	SCCCCL4007E12.g	Carbohydrate metabolism	Nucleotide sugar synthesis, conversion and transport	Cell wall	UDP-D-glucuronate decarboxylase	11.0447	11.4931	11.712	13.0352	10.7452	10.5426	13.318	13.2495	14.35	13.8004	13.7921	13.5859
GS1_SS_16152_14518	SCQSFL1129G11.g	.	.	.	.	9.462	9.6881	9.8245	10.0822	9.3011	9.316	10.5186	10.79	11.1274	10.9761	10.9958	10.9651
GS1_SS_18671_12992	SCEZHR1049F07.g	.	.	.	.								7.0675	7.8607	8.0196	7.5027	7.452
GS1_SS_16154_21454	SCJFRZ2010A05.g	.	.	Transcription Factor	Homeobox			8.8453	8.8342	8.4623		10.0661	10.1341	10.6385	10.8561	9.83	10.5048
GS1_SS_18672_00949	SCQSST3113G08.g	.	.	.	RecName:Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor	10.0993	9.9733	10.1672	9.4055	9.8245	10.0707	11.8138	11.5907	12.0185	12.2055	12.171	12.2328
GS1_SS_16157_11191	SCQSRZ3038C02.g	.	.	.	Transmembrane protein 87B;	10.0521	10.3988	10.9958	9.8949	10.1988	9.4227	11.6238	11.4326	12.3132	11.8933	12.3388	12.0282
GS1_SS_13670_18408	SCMCRT2108G06.g	.	.	Bioenergetics	glycolysis			8.3199		7.6691	9.0739	8.2532	8.4395	9.4981	9.117	9.1771	9.0232
GS1_SS_18673_05806	SCQSST3114A02.g	.	.	.	Ureide permease 2; AtUPS2							7.3599	7.7406	8.402		7.891	7.6384
GS1_SS_13668_08705	SCMCRT2108G02.g	.	.	.	.	9.8588	9.7114	9.7522		9.6518	8.8567	10.0945	9.9731	11.703	9.0778	10.9912	10.718
GS1_SS_18676_07921	SCJFRZ1006E06.g	Cell cycle	uncharacterized	.	Tubulin beta-3 chain (Beta-3-tubulin)		9.6321	8.7658		7.8911		10.9742	10.9408	13.172	8.9459	12.3176	10.4767
GS1_SS_18677_07418	SCQSST3114C11.g	.	.	.	UPF0235 protein C15orf40 homolog			8.2119				8.3906	7.5353	8.4726	8.4169	8.2202	8.0644
GS1_SS_16160_13129	SCEQRZ3023E10.g	Unknown	.	.	RecName:Putative protein TPRXL	11.9919	12.951	12.9933	13.0367	12.7289	11.4342	13.4059	14.2881	13.3725	14.6757	13.1826	13.7646
GS1_SS_18661_17568	SCQGST3154G02.g	.	.	Transcription Factor	CCAAT	8.8909	9.017	9.2756	9.5695	8.5967		10.1258	10.174	10.193	9.8459	10.2179	9.8583
GS1_AS_19837_06227	SCSFAM1077D08.g	.	.	.	Cytochrome b5 isoform 1							7.0175		7.3767	7.5353	7.3375	7.4932
GS1_SS_18603_10387	SCAGRT2039C08.g	.	.	.	Cysteine protease ATG4B (Autophagy-related protein 4 homolog B) (Protein autophagy 4) (OsAtg4)	10.2524	10.6405	11.1027	13.8155	10.1167	9.4313	11.7929	12.2223	11.934	11.9983	11.746	11.7248
GS1_SS_16098_10280	SCEZHR1085B11.g	RNA metabolism	.	.	Uncharacterized RNA-binding protein C23E6.01c			9.724		7.6883	9.0558	10.1145	10.432	11.8333	10.793	11.3541	10.5806
GS1_SS_16100_21555	SCEZLR1009B04.g	Others	CXC domain	Transcription Factor	Zinc finger proteins							7.1225	7.0255	7.6792		7.3088	7.4154
GS1_SS_18606_03362	SCCCLR1072C10.g	.	.	.	Uncharacterized protein At4g28440	8.989	9.4659	10.4051	9.4029	9.1429		10.2086	10.0554	10.7308	10.8934	10.4259	10.2234
GS1_SS_16103_01371	SCEPAM1024B10.g	.	.	.	Uncharacterized protein At2g24330	10.9357	10.9651	10.9889	12.226	10.4064	10.7089	11.7982	12.3549	11.5919	12.4913	11.5661	11.9304
GS1_SS_18611_17232	SCCCLR1048B09.g	Cell wall metabolism	cell wall growth/extension	Cell wall	Expansin							8.8209	9.2813	9.7509	7.5781	9.9832	8.0566
GS1_SS_16105_10614	SCJFRZ2032A04.g	.	.	.	RecName:Salivary glue protein Sgs-3; Flags: Precursor	11.5596	10.9328	11.7734	12.4139	11.0343	10.6994	12.1582	13.5964	12.1273	12.025	11.6142	11.8619
GS1_SS_18591_06655	SCCCCL4011H12.g	.	.	.	Uncharacterized protein F21D5.5	9.3535	9.6266	9.351	8.3984	8.6987	9.0463	9.6735	9.7399	10.1584	10.2645	10.3765	9.6905
GS1_SS_16093_15477	SCAGLR2011D05.g	.	.	Transcription Factor	Others	11.9026	12.2834	13.4024	12.9033	12.167	11.0626	14.0823	14.2193	14.8689	14.7944	14.4697	14.8496
GS1_SS_18593_11158	SCEZST3150C08.g	.	.	.	Zinc finger protein-like 1								7.284	8.3049	8.4065	8.123	8.1267
GS1_SS_18596_08565	SCEQLB1068B05.g	Unknown	no matches	.	Serine/arginine repetitive matrix protein 2; AltName:300 kDa nuclear matrix antigen; AltName:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa; Short=SR-related nuclear matrix protein of 300 kDa; Short=Ser/Arg-related nuclear matrix protein of 300 kDa; AltName:Splicing coactivator subunit SRm300; AltName:Tax-responsive enhancer element-binding protein 803; Short=TaxREB803		9.7742	9.1125	13.5417	8.1962		11.1316	10.6969	10.8364	9.6111	10.3404	9.886
GS1_SS_16095_13317	SCEPAM2015B08.g	.	.	.	Protein DGCR14; DiGeorge syndrome critical region 14; DiGeorge syndrome critical region 13; DiGeorge syndrome protein H; DGS-H; Protein ES2	9.0281		10.7668	11.2705	9.7892	9.1307	11.4226	11.9609	12.0814	12.3017	11.9393	12.1951
GS1_SS_18597_21869	SCRURT2011E07.g	.	.	Stress	Water stress	10.5558	10.7905	10.7719	10.0006	9.779	10.238	11.0675	10.4389	11.0893	11.0191	10.6934	10.4966
GS1_SS_18599_11859	SCUTCL6036C11.g	.	.	.	.							8.4413	8.0705	8.6547	8.697	8.4775	8.5726
GS1_SS_16096_14487	SCEQRT2093D09.g	Others	uncharacterized	.	Replication protein A 70 kDa DNA-binding subunit; RP-A p70; Replication factor A protein 1; RF-A protein 1; Single-stranded DNA-binding protein	10.3876	9.5443	10.0655	10.0283	9.5872	9.3043	10.5489	11.1371	11.2914	11.5434	10.8577	10.9654
GS1_SS_18600_02305	SCEZRZ3017E06.g	.	.	.	Vesicle transport protein GOT1B; Golgi transport 1 homolog B; hGOT1a; Putative NF-kappa-B-activating protein 470 Vesicle transport protein GOT1B; Golgi transport 1 homolog B			8.4123	8.8804			8.455	8.1371	9.49	8.5839	8.998	8.5154
GS1_SS_16097_12898	SCCCLR2002H07.g	.	.	.	Signal recognition particle 72 kDa protein; SRP72	10.611	10.5794	10.2477	10.9121	9.8282	10.3357	10.5465	10.7171	10.6801	10.9044	11.04	10.8303
GS1_AS_14584_08078	SCCCRZ2002A02.g	.	.	.	.							7.5517	7.2773	6.9565		7.0901	7.3921
GS1_AS_14557_14767	SCJLRZ1026G02.g	.	.	Protein metabolism	80 kda minichromosome maintenance MCM3-associated protein (GANP protein)	9.0051	8.8829		8.8988		9.0912	8.0665	7.3989				
GS1_AS_14556_14716	SCMCRT2087G01.g	.	.	Development	cell differentiation	9.4023	8.6586	8.9845	10.4959	8.2522		7.5797		8.0385	8.4922	7.3703	7.8578
GS1_SS_18627_03288	SCCCAM1C03F09.g	Unknown	uncharacterized	.	.	11.1897	11.3382	10.4974	10.5468	10.5014	11.0883	10.7469	10.9111	11.8656	11.1624	11.4292	10.6965
GS1_SS_16127_02054	SCQGRZ3014E01.g	.	.	.	Mitochondrial inner membrane magnesium transporter mrs2; RNA-splicing protein MRS2;							8.165	8.6234	9.2772	8.5083	9.0008	9.0495
GS1_SS_18629_20098	SCSGLR1025H02.g	.	.	Unknown protein	RecName:Putative protein TPRXL	10.3955	10.3061	10.2353	10.5327	9.6348	10.1775	11.449	11.3278	12.0866	12.0927	11.5182	12.0465
GS1_SS_18632_12187	SCAGAM2017G03.g	.	.	.	Vacuolar protein sorting-associated protein 26; VPS26 protein homolog	10.1385	10.5575	11.8934	10.8911	10.8012		12.0962	11.9029	12.4716	12.6407	12.2322	12.2201
GS1_SS_18615_21390	SCJLHR1029E03.g	Others	transferase	Stress	DNA repair	13.5512	13.239	13.7467	12.004	12.8486	13.2521	12.7404	12.5987	13.1424	11.3811	12.5738	12.2473
GS1_SS_18616_07659	SCMCST3168A01.g	.	.	.	Probable LRR receptor-like serine/threonine-protein kinase At1g56130 OS=Arabidopsis thaliana GN=At1g56130 PE=1 SV=2 							7.2266	6.9194	7.7127	7.983	7.5594	7.8361
GS1_SS_16109_08994	SCCCRZ2002D11.g	.	.	.	RecName:Glycine-rich RNA-binding protein 8; AltName:Protein CCR1			8.2203				8.0464	8.3194	8.1884	7.7623	7.7385	7.873
GS1_SS_16112_09566	SCEPRT2046E05.g	.	.	.	YTH domain family protein 1; Dermatomyositis associated with cancer putative autoantigen 1 homolog; DACA-1 homolog	10.2858	9.7508	10.0917	11.0442	10.9471	11.0849	12.8713	15.1424	12.8473	15.0329	12.6536	13.5487
GS1_SS_16117_09307	SCQGRZ3013C10.g	.	.	.	.							8.0437	7.7632	8.2017	8.2986	8.2639	7.8216
GS1_SS_18626_21354	SCRFLR1012D08.g	Carbohydrate metabolism	dehydrogenase	Carbohydrate metabolism	aldehyde dehydrogenase	14.6338	14.6185	16.14	16.0729	15.3201	13.8041	14.5076	15.0431	14.3337	15.3036	14.362	14.4365
GS1_SS_16123_01844	SCVPRZ2043B09.g	.	.	.	Syntaxin-61; AtSYP61; Osmotic stress-sensitive mutant 1		8.5809					9.589	8.9295	10.4621	8.4925	9.7128	8.7667
GS1_AS_19733_07488	SCSBST3099E04.g	Unknown	.	.	RecName:Translation initiation factor IF-2		8.7256	8.6569	8.8638	8.2577		9.3166	9.3312	9.186	9.6327	8.9005	8.8968
GS1_SS_13605_20660	SCMCRT2102D05.g	.	.	Protein metabolism	Prefoldin subunit 6 (Protein Ke2)	12.8216	13.0958	13.7744	13.262	12.7667	12.722	13.5164	12.9301	13.6567	13.2645	13.3129	13.0477
GS1_SS_13600_18766	SCACLR2007E01.g	.	.	Protein kinase	GSK3/Shaggy	10.6105	10.6469	12.2674	11.8217	11.123	10.2538	12.939	12.8537	13.6226	12.8275	13.2536	13.0723
GS1_SS_13597_09806	SCMCRT2089H07.g	.	.	.	.	9.5267		9.6781	9.2961	8.8475	9.2811	9.1806	9.2226	9.5102	9.7131	9.1288	9.0663
GS1_SS_13593_18969	SCVPRT2082D02.g	Signal Transduction	transcription factor	Secondary metabolism	auxin-responsive protein, putative			10.8215	11.0449			10.7232	10.4257	10.1089	9.7117	9.8025	10.0743
GS1_SS_13592_20671	SCMCRT2089E02.g	Carbohydrate metabolism	decarboxylase	Carbohydrate metabolism	Glycolysis/Gluconeogenesis							11.1351	9.6164	13.1821	9.8835	12.3722	13.1997
GS1_SS_13590_12302	SCMCRT2089D06.g	.	.	.	.							7.8066	8.2	8.7859	8.899	8.5286	8.7489
GS1_SS_13635_14694	SCMCRT2105D01.g	.	.	Pathogenicity	R-genes							7.389	7.6493	7.8919		7.7473	8.178
GS1_SS_13625_12087	SCJLRT1006A03.g	.	.	.	Probable inositol transporter 1	8.9857	8.9406	8.9764	9.7657	8.2695	8.5215	8.7275	9.0053	8.2606	8.6119	8.1236	8.8247
GS1_SS_13624_14902	SCVPRZ2043A12.g	.	.	Nucleic acid metabolism	RecName:Mucin-2; Short=MUC-2; AltName:Intestinal mucin-2; Flags: Precursor			8.4412	8.8198			10.4884	11.2586	11.0947	11.2713	11.0175	10.8142
GS1_SS_13623_00888	SCEPLB1043C03.g	.	.	.	26S proteasome non-ATPase regulatory subunit 2	12.0835	12.1937	12.3366	12.7512	11.6283	11.7482	12.779	13.1439	13.4774	13.5242	13.4783	13.1957
GS1_SS_13619_18216	SCMCRT2103F09.g	Carbohydrate metabolism	several pathways (several putative substrates)	Cell wall	glucosyltransferase			9.5215		9.7111		12.335	12.9994	12.965	10.3592	13.2472	11.9719
GS1_SS_13569_16384	SCMCRT2088B10.g	.	.	Transcription Factor	Leucine zipper							9.0303	9.0906	10.1727	8.8732	9.8804	9.246
GS1_SS_13565_09125	SCMCRT2087F12.g	Others	uncharacterized	.	Non-lysosomal glucosylceramidase; NLGase; Glucosylceramidase 2; Beta-glucocerebrosidase 2; Beta-glucosidase 2			8.2045	9.0636	8.1527		9.0391	8.2944	7.9156	8.8407	8.1317	8.0497
GS1_SS_13564_13559	SCCCCL6002G01.g	.	.	.	NIPA-like protein 3	9.7179	9.6891	9.6845	11.031	9.1114	8.9673	9.5154	9.6273	9.8476	9.557	9.4219	9.0073
