probe_name	transcript_name	function	structural	category	sub category 1	Circadian_24h.c	Circadian_24h.t	Circadian_28h.c	Circadian_28h.t	Circadian_32h.c	Circadian_32h.t	Circadian_36h.c	Circadian_36h.t	Circadian_40h.c	Circadian_40h.t	Circadian_44h.c	Circadian_44h.t	Circadian_48h.c	Circadian_48h.t	Circadian_52h.c	Circadian_52h.t	Circadian_56h.c	Circadian_56h.t	Circadian_60h.c	Circadian_60h.t	Circadian_64h.c	Circadian_64h.t	Circadian_68h.c	Circadian_68h.t
GS1_SS_20417_10887	SCMCCL6054D04.g	Oxidative phosphorylation	protein-protein interaction	.	Uncharacterized protein At2g39795, mitochondrial precursor	10.4321	8.7297	10.7295	9.5343	10.5804	10.984	10.6382	11.6662	10.2995	10.6115	10.5599	9.9208	10.425	9.3832	10.341	10.0424	10.6061	10.9327	10.3715	11.063	10.4957	10.7871	10.5973	10.1774
GS1_SS_22949_13586	SCACHR1039D11.g	Others	transporter	.	Multidrug resistance-associated protein 9; Glutathione S-conjugate-transporting ATPase 9; ATP-energized glutathione S-conjugate pump 9	8.92	8.9275	9.2502	9.6532	9.0567	9.3202	9.0771	8.4179	8.9508	9.003	8.5708	8.6184	8.9866	9.6582	8.9286	9.2928	9.1515	9.2653	8.7012	8.4317	8.9845	8.3733	8.166	8.2716
GS1_SS_17792_07011	SCJLST1021C08.g	.	.	.	Phosphatase IMPL2, chloroplastic OS=Arabidopsis thaliana GN=IMPL2 PE=1 SV=1 	7.4535	7.1335	7.5975	7.7104	7.3055	7.3748	7.8203	7.932	6.8117	7.2555	6.804	6.841	7.3787	7.5877	8.2074	8.3963	7.578	7.5519	7.4714	7.5073	7.5982	7.6585	6.9108	6.628
GS1_SS_17795_14558	SCJFRZ2025G05.g	.	.	Amino acid metabolism	chorismate mutase	10.1996	10.8166	10.7521	11.2812	10.5039	10.5099	10.3366	10.0506	10.3053	10.3002	10.646	10.6635	10.3765	10.6697	10.2652	10.3051	10.5654	10.6417	10.4679	10.3685	10.4517	10.1865	10.3047	10.488
GS1_SS_22954_08822	SCCCLR2001F08.g	.	.	.	Histone H3.3 (H3.2) Histone H3.3 (H3.2) Histone H3.3 (Histone H3.2) Histone H3.3 Histone H3.3 Histone H3.3 (Histone H3.2) (Minor histone H3) Histone H3.3 Histone H3.3 Histone H3.3 Histone H3.3 Histone H3.3 Histone H3.3 (Replacement histone H3)	14.7151	14.6044	14.9328	14.8791	14.5902	14.6122	14.696	14.8338	14.4531	14.478	14.6065	14.5281	14.64	14.4538	14.4539	14.3171	14.8027	14.9423	14.4141	14.4481	14.4905	14.6954	14.5876	14.1928
GS1_SS_22951_10604	SCACCL6006B07.g	.	.	.	RecName:Translation initiation factor IF-2	11.2754	11.0381	11.5656	11.4923	11.4107	11.153	11.3641	11.7983	11.2009	11.1394	11.5194	12.0136	11.2981	11.4212	11.1186	10.8475	11.4059	11.711	11.425	11.4646	11.3701	11.5427	11.5601	11.3964
GS1_SS_17796_21178	SCCCLR1C07G09.g	.	.	other	Putative apospory-associated protein C	11.7169	11.4573	11.8585	11.9672	11.5211	11.7495	11.9344	11.9726	11.2442	11.4732	11.7218	11.6411	11.4941	11.4116	11.6083	11.555	11.7954	12.0563	11.4813	11.5559	11.7203	11.6595	11.5392	11.5418
GS1_SS_22940_14698	SCSGFL4C07H11.g	.	.	Transcription Factor	zinc finger protein	11.4224	12.7516	11.875	12.3147	11.8778	11.5574	11.221	10.915	11.5882	11.5761	11.5805	11.1848	11.9096	12.1444	11.1933	11.0677	11.4739	10.9926	12.0966	11.5483	11.4153	11.0093	10.9297	11.4301
GS1_SS_22939_13551	SCEPAM2057D10.g	.	.	.	RecName:Protein IQ-DOMAIN 31			6.8872	6.4689	7.1228	6.9966	6.6527	7.0493	6.9196	6.8598	7.1681	7.2991	7.0572	6.8577		7.9272	6.8013	6.7628	7.247	7.4291	6.3555	6.8548	6.7125	6.7417
GS1_AS_12971_18737	SCEZRZ1015G07.g	.	.	Nucleic acid metabolism	WAS/WASL-interacting protein family member 3; AltName:Corticosteroids and regional expression protein 16			6.5271	6.5454	6.7178	6.5865			6.5328	6.2451	6.4632	6.3705	7.0361	6.9811			6.0086	6.1554	7.3488	7.2595			6.6066	6.4044
GS1_AS_12970_02892	SCJLRZ1027F06.g	Unknown	uncharacterized	.	.				5.9821	6.7448	6.8126			6.3279	5.8964	6.3442	6.3595	6.5402	6.6045			5.4833	5.7768	6.8241	6.6108			6.2193	5.996
GS1_AS_23405_04242	SCSBFL4068E03.g	.	.	.	Hydroxyethylthiazole kinase; 4-methyl-5-beta-hydroxyethylthiazole kinase; Thz kinase; TH kinase															7.0405	7.3096								
GS1_AS_12982_20150	SCEQRT2025E11.g	Biosynthesis of other Secondary Metabolites	.	Secondary metabolism	terpene synthase 4			6.6318	6.5659	6.6732	6.7565			6.7921	6.5411	6.4489	6.4054	6.8066	6.9634			6.2928	6.426	7.2108	7.0751			6.2915	6.3377
GS1_AS_18054_06433	SCQSST1038G07.g	Protein metabolism	ribosomal protein	.	50S ribosomal protein L32, chloroplastic 50S ribosomal protein L32, chloroplastic 50S ribosomal protein L32, chloroplastic	12.0048	12.1298	12.5551	12.5687	12.539	12.4182	12.1544	12.2544	12.311	12.375	12.4832	13.0563	12.3541	12.201	12.0047	11.7833	12.4147	12.1501	12.1276	12.2472	12.0646	12.1977	12.3129	12.7058
GS1_SS_15352_12873	SCCCLR1078E02.g	Unknown	uncharacterized	.	.	7.0776	9.4763	7.8445	9.2707	7.3087		7.3607		6.9083	6.8169	7.5522	5.5958	7.4183	8.184	7.7193	7.8002	7.3231		7.2778	5.6141	7.2955		5.5513	7.0379
GS1_SS_17826_13484	SCRFAM1028E04.g	Unknown	uncharacterized	.	.	8.3392	8.5593	8.3158	8.4159	8.3234	7.7336	8.5258	8.5363	8.1756	7.9565	8.1919	8.7339	8.2511	8.6159	8.6506	8.9906	8.3582	8.483	8.3494	8.3573	8.5077	8.5578	8.2645	7.9577
GS1_SS_15354_14198	SCVPLB1019D09.g	.	.	.	60S ribosomal protein L19-1 (Protein EMBRYO DEFECTIVE 2386)	15.6759	15.3224	15.7637	15.2137	15.4749	15.3508	15.6627	15.791	15.3925	15.6052	15.4651	15.7173	15.5018	15.2812	15.0311	14.9257	15.4366	15.3596	15.3014	15.3889	15.4606	15.7183	15.5063	14.9871
GS1_AS_13010_04178	SCEQRT2029B05.g	.	.	.	Protein MEI2-like 4; Short=OML4; AltName:MEI2-like protein 4			6.6312	6.8302	7.4014	7.4785			6.8264	6.8906	6.6222	6.5571	7.4141	7.181			6.2641	6.8701	7.328	7.3764			6.3674	
GS1_AS_18075_00105	SCRFST1041B05.g	.	.	.	STAM-binding protein-like			5.879	5.6526		5.7468			5.9643	5.487	5.7377			5.6183				5.3087					5.6082	
GS1_SS_17801_08924	SCBFRZ2049C02.g	Unknown	uncharacterized	.	.	11.973	11.9761	12.6754	12.6368	12.3765	12.3474	12.2584	12.4879	12.1782	12.2637	12.4443	12.4979	12.3625	12.3735	11.6891	11.7026	12.409	12.5492	12.24	12.3006	12.1254	12.1204	12.2607	12.0875
GS1_SS_20432_08284	SCAGLR1021F02.g	Signal Transduction	.	.	SAC domain-containing protein 3; FIG4 homolog	12.2775	12.712	13.419	13.5088	13.1672	13.1089	12.4806	11.582	13.2895	12.9234	13.0632	12.7949	13.3733	13.8365	12.1833	12.748	13.3327	12.9369	13.241	12.6064	12.7846	12.6582	12.7716	12.9609
GS1_SS_15342_14957	SCJFRZ2026A04.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	Putative sugar nucleotide phosphorylase (4-Diphosphocytidyl-2C-methyl-D-erythritol synthase	10.5201	10.8796	11.1026	11.418	10.8726	10.7622	10.6716	10.7291	10.8028	10.9164	10.8764	11.2291	10.7912	11.0775	10.3788	10.2574	10.9306	10.8087	10.7536	10.6648	10.5709	10.6584	10.4562	10.5371
GS1_SS_20429_09669	SCSGAD1006B11.g	.	.	.	.	9.052	9.0147	9.5387	9.3481	9.2844	9.6189	9.4287	9.3122	9.2136	9.3	9.1296	9.2148	9.3212	9.1741	9.2637	9.0304	9.1745	9.3055	9.1251	9.3104	9.2501	9.2875	8.934	8.92
GS1_SS_15344_12547	SCBFRZ3009G09.g	.	.	.	.	8.9327	8.9361	9.3439	9.4139	9.2034	9.3159	9.3891	9.468	9.1139	9.1005	9.0873	8.9612	9.1914	9.3728	9.3112	9.5599	9.2008	9.4815	9.3074	9.2107	9.2934	9.2695	9.1768	8.816
GS1_SS_22967_08927	SCEZLR1031B05.g	.	.	.	Erlin-1; Endoplasmic reticulum lipid raft-associated protein 1; Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1; SPFH domain-containing protein 1	10.4101	10.3095	10.7688	10.7664	10.6501	10.8884	10.6038	10.7486	10.4497	10.5771	10.6357	10.4183	10.5593	10.5642	10.4255	10.4954	10.6528	10.7249	10.6785	10.4928	10.5884	10.823	10.7762	10.5292
GS1_SS_20434_12018	SCRLFL3004G12.b	Others	uncharacterized	.	Kelch-like protein 17; Actinfilin Kelch-like protein 17; Actinfilin	11.5135	11.3652	11.625	11.4108	11.4304	11.5254	11.7064	12.0212	11.3722	11.4697	11.6273	11.7131	11.3301	11.2776	11.4565	11.1633	11.5881	11.583	11.0126	11.2382	11.5631	11.7474	11.5694	11.292
GS1_SS_22971_06302	SCJFRZ2014G05.g	.	.	.	DNA-directed RNA polymerases I and III subunit RPAC1 (RNA polymerases I and III subunit AC1) (DNA-directed RNA polymerase I subunit C)	11.7579	11.1345	12.0397	11.468	11.6621	11.8589	11.8818	12.2492	11.654	11.7765	12.055	12.0994	11.7676	11.4048	11.7524	11.5211	12.065	12.036	11.7139	11.7833	11.7363	12.0791	12.0649	11.8931
GS1_SS_17806_20038	SCJLST1022G06.g	Light harvesting	chlorophyll binding	Carbohydrate metabolism	chlorophyll a/b binding protein (CAB)	15.0029	14.5712	15.1319	15.656	14.6993	15.1114	15.089	15.1684	14.3359	14.3451	15.1119	14.2676	14.815	14.2843	14.6069	14.8475	15.0362	15.7282	14.6509	14.8377	14.9806	13.9123	13.9663	14.9318
GS1_SS_17813_11693	SCQGLR1062A03.g	.	.	.	Probable E3 ubiquitin-protein ligase rbrA; Ariadne-like ubiquitin ligase	13.1019	13.1584	13.2165	13.2202	12.9819	13.0035	13.3167	13.187	13.0384	12.9305	13.1142	13.1314	13.0167	13.0883	12.7978	12.718	13.1703	13.1094	12.9312	12.9145	13.0729	13.0949	12.8997	12.7519
GS1_SS_20433_17821	SCBGFL4055H04.g	Unknown	uncharacterized	No matches	.	8.0063	7.9184	8.2722	8.139	7.9406	7.6165	8.2404	8.2953	7.9466	7.9279	7.991	8.0854	7.7859	7.8081	7.8029	7.5249	7.784	8.046	7.7132	7.9087	7.92	7.8614	7.8193	7.7035
GS1_SS_15346_15923	SCVPRZ3030B03.g	.	.	No matches	.	6.3586	8.7152	6.9173	8.9149	6.6549		6.5908				6.6436		6.6516	7.9432	6.6723	6.629	6.9065		7.0061		6.6421			6.467
GS1_SS_15347_05138	SCJFRZ2031D02.g	.	.	Protein phosphatase	Tyrosine phosphatase		7.4333		7.4304	6.3758						6.1908			6.3841	7.1103				6.0009		5.852	6.2162		6.0134
GS1_SS_17817_08022	SCMCRT2108C05.g	.	.	.	RecName:Rapid alkalinization factor; Short=NtRALF; Flags: Precursor	12.5577	13.569	12.8485	13.5936	12.5404	12.1234	12.4849	11.5912	12.3128	12.3012	13.0016	12.8566	12.5373	13.0749	12.3169	12.552	12.564	11.8249	12.5973	11.7628	12.5208	12.0773	12.1678	12.9744
GS1_SS_20438_20605	SCJLLR1103A10.g	Carbohydrate metabolism	protein-protein interaction	Carbohydrate metabolism	Putative 32.7 kDa jasmonate-induced protein	6.5976		6.805		6.5855		6.8194		6.6558	8.3317	6.4848		6.1848		6.8788		6.4101		6.3626		6.5613			5.8262
GS1_SS_15349_09033	SCEPRZ3044C09.g	Unknown	uncharacterized	.	Uncharacterized protein At5g01750	9.5422	9.3657	10.1986	10.1449	9.8478	9.9365	9.637	10.015	9.8757	9.8878	9.7755	9.8625	9.8604	9.7638	9.2637	9.2139	9.8558	10.1111	9.8012	9.9896	9.6528	9.8777	9.8269	9.5344
GS1_SS_20437_08999	SCAGFL1085A08.g	.	.	.	.			6.8159	6.7889	6.502	6.8397	6.4556	6.2606	6.4645	6.4318	6.1113	6.3022	6.639	6.7807	7.1084	7.1877	6.434	6.5947	6.6435	6.4215	6.282	6.3126	6.4484	6.249
GS1_SS_22972_01841	SCCCST1005C12.g	.	.	.	RecName:Protein TPLATE	8.9159	8.8702	9.378	9.5849	9.2542	9.5404	9.0716	9.0808	8.9025	9.204	8.9745	8.6833	9.2312	9.1921	9.1769	9.3891	9.3014	9.3747	9.3884	9.2621	9.2689	9.0665	8.8194	8.8723
GS1_SS_17823_12393	SCEPRZ1010E03.g	.	.	.	.	6.2466		6.735	6.2919	6.4396	6.1361	6.5718	6.5899	6.4786	6.4132	6.4371	7.0686	6.5393	6.6137	6.8064		6.3994	6.3511	6.875	7.0078	6.3668	6.7656	6.7344	6.4231
GS1_SS_17824_14963	SCJLST1025H09.g	Signal Transduction	kinase/phosphatase	Protein kinase	other	10.4588	10.9406	10.8936	11.23	10.756	10.9113	10.721	10.2512	10.5547	10.4834	10.745	10.8768	10.5886	10.8693	10.2828	10.381	10.7992	10.8894	10.5838	10.4305	10.6017	10.4319	10.4364	10.3377
GS1_SS_15351_01495	SCEPRZ3044D04.g	.	.	.	Putative ABC1 protein At2g40090 precursor	9.8018	10.1273	10.0579	10.1609	9.8822	10.0935	9.8462	9.8948	9.6971	9.827	9.8723	9.8574	9.8408	9.7691	9.9327	9.9422	9.9628	9.893	9.7823	9.8278	9.8539	9.8311	9.7347	9.6196
GS1_SS_22976_13872	SCRULB1059E10.g	Unknown	Uncharacterized	.	.	13.9418	13.2568	13.9614	13.9282	13.6555	14.1741	14.1768	14.3038	13.4731	13.3064	13.8448	13.2144	13.6452	13.0637	13.6531	13.8303	13.7028	14.2737	13.5045	13.8321	13.8224	13.5895	13.4371	13.5057
GS1_SS_22966_11976	SCEZRZ1013C03.g	.	.	.	RecName:Uncharacterized protein ORF3	7.5876	7.4285	7.8614	7.9038	7.6838	7.4707	7.5287	7.7402	7.5223	7.673	7.5506	7.9399	7.5704	7.9478	8.2352	8.2338	7.8068	7.9354	7.8148	7.7841	7.788	7.8052	7.756	7.38
GS1_SS_20427_13157	SCCCLB1004G10.g	.	.	.	Probable RING-H2 finger protein ATL5G	7.9659	7.385	8.2524	7.5011	8.1159	8.1211	8.4681	8.8793	8.2607	8.447	7.925	8.1028	8.0831	7.5162	8.2641	8.0144	8.052	8.1198	7.8922	8.4511	8.1808	8.75	8.185	7.5655
GS1_SS_17800_09779	SCVPRT2080B07.g	Pathogen Resistance	uncharacterized	Pathogenicity	Protease inhibitor			6.029		5.9864		6.3759	6.9848			6.3272	7.0453	6.242	6.5222	6.5381		6.0056				6.2063	6.1253	6.7172	6.2833
GS1_SS_22962_13650	SCCCFL4003H03.g	.	.	.	RecName:Translation initiation factor IF-2			6.5093		6.4154	6.4606			6.4013	6.4234	6.4383	6.4352	6.5073	6.3999			6.0368	6.032	7.1677	6.9519		5.8612	6.1839	6.0595
GS1_AS_23454_20704	SCUTFL3073E12.g	.	.	Unknown protein	.					5.8292				5.875	5.7592		5.9067		5.6852					6.5386	6.2505				
GS1_AS_18094_21333	SCUTAD1032C06.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	protein phosphatase 2C				5.7286	6.1057	6.632			6.0517	6.2941	6.0738		6.6655	6.372	7.7216		5.4462	5.4751	6.5793	7.0463			5.6309	
GS1_AS_13045_17526	SCVPRT2076E10.g	Signal Transduction	transcription factor	Transcription Factor	AP2/EREBP			6.2127	5.9674	6.211				6.2367	5.5735	5.6597		6.3923	6.2024					6.3928	6.335				
GS1_AS_18116_07969	SCEZLB1010C05.g	Unknown	no matches	.	RecName:Epstein-Barr nuclear antigen 1; Short=EBNA-1; Short=EBV nuclear antigen 1	8.0828	7.7545	9.7454	9.6548	9.7519	9.9528	8.0186	8.1988	9.8513	9.6085	9.7771	9.5604	9.9929	9.8894	8.2647	8.1502	8.796	8.8995	10.2584	10.2199	8.5253	8.4592	9.3365	9.3145
GS1_AS_18103_17278	SCEQHR1079E11.g	Protein metabolism	peptidase	Protein metabolism	Cell division protein FtsH			5.9198	6.2286		6.1214		6.221		5.3067	6.2002		6.0909			6.4738	5.9024	6.4751		5.7842	5.7989		5.9982	6.7553
GS1_SS_22918_03863	SCSGFL4C06A07.g	.	.	.	PHD finger protein 2; GRC5	12.4685	12.1119	12.6839	12.6046	12.4074	12.55	12.6891	13.054	12.3154	12.2896	12.5715	12.4106	12.285	11.9974	12.1001	12.0957	12.4404	12.7544	12.2902	12.497	12.5284	12.542	12.3864	12.1387
GS1_SS_17760_15090	SCCCLR1066C08.g	Others	uncharacterized	Stress	Water stress	12.8379	13.3649	13.0898	13.5975	12.8545	12.8691	12.8536	12.6414	12.7965	12.7749	12.975	12.6216	12.9515	12.9408	12.7169	12.5933	12.9978	12.9139	12.9968	12.687	12.8827	12.5257	12.3716	12.8317
GS1_SS_20375_11506	SCCCLR1076B03.g	Transposable element-related	.	.	Putative nuclease HARBI1; Harbinger transposase-derived nuclease	15.6498	14.9631	15.5723	15.1791	15.2589	15.2701	15.6776	15.8855	15.1166	15.3507	15.3319	15.3026	15.2729	14.9729	15.2446	14.893	15.3687	15.5613	15.0311	15.3667	15.3986	15.5328	15.4202	14.7941
GS1_SS_17764_14403	SCJLST1019F07.g	.	.	.	Putative cyclic nucleotide-gated ion channel 19; Cyclic nucleotide-binding transporter 2	10.4113	10.2156	10.5476	10.3859	10.2594	10.337	10.5761	10.6372	10.2966	10.2769	10.3345	10.4927	10.3	10.4276	10.3034	10.2415	10.5102	10.5334	10.3321	10.533	10.4685	10.3886	10.0898	10.1449
GS1_SS_20382_02928	SCVPHR1090G05.g	Cytoskeleton and vesicle trafficking	others	.	Protein CHUP1, chloroplastic OS=Arabidopsis thaliana GN=CHUP1 PE=1 SV=1	10.575	10.9391	11.2003	11.5301	10.8541	10.3199	10.8655	10.1745	10.88	10.4831	10.9399	11.1358	10.9091	11.1656	10.3268	10.8015	11.0417	10.8885	10.8509	10.7648	10.7444	10.5779	10.6303	10.8479
GS1_SS_00302_19006	SCMCLR1053G11.g	.	.	Cell cycle	Cohesin subunit SA-1 (Stromal antigen 1) (SCC3 homolog 1)	11.3134	11.4971	11.5691	11.7428	11.3537	11.3702	11.5293	11.298	11.274	11.1422	11.7161	11.7823	11.2968	11.4765	11.0873	11.176	11.4119	11.581	11.522	11.4223	11.4784	11.3858	11.4649	11.6393
GS1_SS_20365_15854	SCMCST1053C09.g	.	.	Hormone related	Giberellin	7.5877	7.1859	7.464	7.5961	7.5229	7.3118	7.7714	8.1644	6.7212	7.014	7.2449	7.4948	7.2845	7.5795	7.602	7.7029	7.469	7.994	7.6452	7.7454	7.7455	7.9302	7.5802	6.8829
GS1_SS_22899_13814	SCBGLR1082D12.g	.	.	.	Minor histocompatibility antigen H13; Signal peptide peptidase; Presenilin-like protein 3	11.3076	11.1445	11.6927	11.3979	11.1973	11.3322	11.4287	11.4886	11.4567	11.4805	11.3358	11.2633	11.3122	11.1441	11.0362	11.1759	11.5501	11.334	11.306	11.4412	11.3597	11.474	11.1498	11.0913
GS1_SS_22905_11476	SCRUFL3069A09.g	.	.	.	RecName:Uncharacterized protein DDB_G0271670; Flags: Precursor		6.6359	6.4743	7.0311	6.3283	6.1536	6.428	6.3103	6.5873	5.8375	6.0491		6.3844	6.6618	7.7822	8.1303	6.2295		6.1285		6.1606	6.1145	5.9196	
GS1_SS_20368_12863	SCRFFL1029C05.g	Unknown	.	.	.	11.1462	10.6719	11.2791	11.1563	11.1854	11.3492	11.6275	11.6834	11.0395	10.9631	11.2065	11.1002	11.1352	10.7807	10.9014	10.9535	11.2687	11.7578	11.0579	11.4369	11.3535	11.4242	11.0143	10.7225
GS1_SS_17747_09790	SCJFST1048A08.g	Protein metabolism	F-box	.	Putative F-box/LRR-repeat protein At3g28410	11.2344	11.7569	12.6328	12.0351	11.2714	11.1691	11.4505	11.0483	11.9611	11.5965	12.0539	11.4799	12.4743	11.523	11.3849	12.0791	12.2755	11.3909	12.2485	11.9001	11.4676	11.4503	11.1919	11.742
GS1_SS_20367_16549	SCACST3157E04.g	.	.	Transcription Factor	CCAAT	7.9353	7.7508	7.9657	8.2667	8.1128	8.3137	8.0992	8.2238	7.7499	7.9195	7.5585	7.4077	7.829	8.1624	8.5888	8.9462	8.1943	8.5448	7.9909	7.9569	8.273	7.9269	7.688	7.5858
GS1_SS_17750_08554	SCRLLR1109G12.g	Unknown	Uncharacterized	.	.	12.729	12.5993	13.3118	12.6367	13.0102	13.1029	12.9769	13.0923	13.1833	13.2633	13.1375	13.4455	12.9795	12.4698	12.5853	12.0619	13.1349	12.9632	12.8395	13.0303	12.8305	13.0437	12.9735	12.9207
GS1_SS_22902_15965	SCRFLB1054H11.g	DNA metabolism	.	Chromatin regulation	chromomethylase CMT3 (cytosine methyltransferase)	9.3944	9.2519	9.8002	9.7907	9.5498	9.6736	9.5276	9.7472	9.5638	9.6029	9.5892	9.5113	9.5101	9.3769	9.5262	9.1055	9.6793	9.7573	9.4272	9.7345	9.3881	9.4437	9.4305	9.2635
GS1_SS_22907_17296	SCRUFL3069C06.g	Carbohydrate metabolism	kinase/phosphatase	Carbohydrate metabolism	6-phosphofructokinase (Pyrophosphate-fructose-6-phosphate 1-phosphotransferase)	12.2183	12.0534	12.7879	12.9062	12.5201	13.1314	12.2941	12.226	12.2354	12.5266	12.4602	11.9437	12.4909	12.0713	12.2034	12.3451	12.7825	12.7927	12.573	12.4446	12.4013	12.3973	12.1465	12.4863
GS1_SS_17751_16237	SCJFST1048E03.g	.	.	Protein kinase	RLCK	6.5655	6.7686	7.8518	8.3433	7.2106	7.4312			7.0634	6.6719	7.8007	8.0036	7.4227	7.6829	7.1682	7.4692	7.1732	7.3218	7.3186	7.0241	6.1675	6.0015	7.0194	7.4478
GS1_SS_20369_09077	SCEQLR1094A11.g	.	.	.	DDB1- and CUL4-associated factor homolog 1 OS=Arabidopsis thaliana GN=DCAF1 PE=1 SV=2 	8.2603	8.3103	9.2162	9.787	9.0395	9.6195	8.4392	8.046	8.7925	8.7513	8.9155	8.4632	9.103	8.8835	8.4871	8.4334	8.8857	9.2652	9.0876	9.059	8.5917	8.1908	8.613	8.7025
GS1_SS_22906_09261	SCRUFL3069A10.g	Unknown	no matches	.		8.8424	7.5218	9.3612	9.2079	8.9286	7.9482	8.9299	8.9091	9.0558	8.6626	9.2605	10.4343	9.0335	8.7758	8.9924	8.6181	9.1037	9.8693	8.9843	9.6764	8.7493	9.1408	8.8893	9.0444
GS1_SS_17752_04074	SCJFST1048E05.g	.	.	.	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7; Trehalose-6-phosphate synthase 7; AtTPS7				6.2911	5.7623	5.987								6.2108										
GS1_SS_17753_16757	SCCCCL2001C11.b	.	.	Chromatin regulation	trithorax 1 (ATX-1) (TRX1) [Arabidopsis thaliana]	12.0711	12.0986	12.4174	12.3852	12.1248	12.3662	12.1936	12	12.145	11.9379	12.1721	12.1482	12.0854	11.9821	11.766	12.0208	12.2533	12.2929	11.9574	12.0316	12.173	11.9697	11.8538	12.0233
GS1_SS_20374_11422	SCCCFL1003G04.g	.	.	.	50S ribosomal protein L23	9.387	8.9789	10.435	10.073	10.2004	10.3736	9.6366	10.1245	10.1862	10.0276	9.9675	9.8493	10.325	9.8597	9.4448	9.2286	10.0442	10.0724	10.3902	10.4575	9.7565	10.063	10.1031	9.865
GS1_SS_22913_06808	SCCCLR1079H09.g	Unknown	.	.	RecName:Proline-rich protein 2; AltName:Proline-rich protein MP-3; Flags: Precursor	6.9077	6.8215	8.2611	8.4245	7.1528	7.2677	6.7077	6.6021	6.9955	7.4764	7.886	7.5048	7.4535	7.2582	7.79	7.7981	7.7223	7.5229	7.5846	7.9455	7.0277	7.1583	7.3688	7.3908
GS1_SS_20371_01046	SCRFFL1029F07.g	.	.	.	RecName:Pumilio homolog 23; Short=APUM-23; Short=AtPUM23	6.7051	6.5104	7.2601	6.9041	6.9157	7.1771	7.0147	7.2339	6.9439	7.0806	6.6966	6.8925	7.0411	6.9937	7.4422	7.7469	6.9799	7.0914	7.3207	7.42	7.1402	7.2896	6.7887	6.3888
GS1_SS_17755_11286	SCJFST1048G08.g	.	.	.	.			7.4199	7.632	7.1909	7.4001			7.1932	7.1135	7.1353	7.2281	7.437	7.3954	6.1657	6.4139	6.3141	6.5131	7.8094	7.6265	6.0621	6.0099	7.0598	7.1092
GS1_SS_22908_09219	SCVPRZ2041G05.g	Unknown	.	.	RecName:Uncharacterized serine-rich protein C215.13; Flags: Precursor			6.0123	5.8231		5.806				5.8427	5.8784	5.5126		5.6944			5.313	5.633	5.9005	6.1095	5.5675	5.8067	5.5445	
GS1_SS_00321_19396	SCJFRZ1006D09.g	.	.	Transcription Factor	homeobox					6.4296	6.9849			6.5997	6.0199	6.0305		6.2735	5.9869	6.8498				6.5295	6.8292				
GS1_AS_23349_01858	SCEQFL5049E03.g	.	.	.	.			6.7484	6.6751	6.1335	6.194	5.7532		6.3113	5.8061	6.5943	6.9003	6.183	6.476			5.9226	5.8217	6.4071	6.3891		5.5957	6.4425	6.8134
GS1_SS_00305_19541	SCBFAD1048F11.g	.	.	Carbohydrate metabolism	Aminosugars metabolism	10.1903	9.4281	11.1291	10.3096	10.9067	10.995	10.5579	10.9883	11.0118	11.1889	10.8328	10.9056	10.908	10.433	10.3986	10.2651	10.9465	10.7469	10.8337	11.224	10.5784	10.9343	10.8538	10.7024
GS1_AS_17964_15273	SCCCLR1075G10.g	Protein metabolism	Chaperone			10.5891	10.0109	11.1778	10.9469	10.928	10.9471	10.7445	11.1453	10.7548	10.9267	11.356	11.173	11.0082	10.8708	10.7154	10.684	11.1187	11.326	11.1058	11.1815	10.8023	10.9179	11.2995	11.3561
GS1_SS_00306_10505	SCRLLR1110F11.g	Cell wall metabolism	cell wall differentiation	Cell wall	glycosyltransferase family 47	9.3051	9.3644	9.5523	9.6993	9.3103	9.3956	9.5419	9.5648	9.1262	9.1462	9.3049	9.0261	9.2603	9.2738	9.213	8.9025	9.421	9.5548	9.1172	9.3871	9.398	9.2507	8.9267	9.0749
GS1_AS_17966_06581	SCCCST1C05B10.g	Unknown	Uncharacterized	.	.	10.0392	8.9863	10.2488	9.105	10.6274	10.8812	10.2244	11.0372	10.6547	10.6863	10.1258	9.8623	10.4991	9.5439	9.9894	9.2582	9.9761	10.1538	10.5898	11.3288	10.038	10.2167	9.8901	9.9126
GS1_SS_00304_06316	SCCCLR1C01B06.g	.	.	.	Intracellular protease 1; Intracellular protease I	13.362	13.4415	13.5968	13.4503	13.2883	12.9791	13.6341	13.593	13.2349	13.3384	13.4447	13.892	13.2417	13.4751	13.1986	12.7492	13.495	13.1421	13.2207	13.0725	13.401	13.492	13.4021	13.4018
GS1_SS_00315_06622	SCCCST1C03A11.g	.	.	.	.	9.5817	9.8041	10.0778	10.0257	9.8051	9.78	9.7962	9.6769	9.8339	9.8452	9.8943	10.057	9.8043	10.0248	9.7081	9.5747	10.0002	9.884	9.7096	9.715	9.6762	9.6859	9.799	9.8385
GS1_SS_00319_12530	SCQSHR1023D08.g	Signal Transduction	transcription factor	.	Two-component response regulator ARR18	9.1108	8.5946	9.6377	10.4388	9.2113	8.0341	9.3133	9.5316	9.2752	8.9301	9.4963	10.0892	9.234	9.0799	8.9942	8.8885	9.3643	9.2128	9.1898	8.9839	9.2023	9.2076	9.0388	9.4485
