probe_name	transcript_name	function	structural	category	sub category 1	15S_E1.1.C_C.030409_0.96.c	15S_E1.1.C_C.030409_0.96.t	15S_F1.1.C_C.030409_0.96.c	15S_F1.1.C_C.030409_0.96.t	36S_E1.1.C_C.030409_0.96.c	36S_E1.1.C_C.030409_0.96.t	36S_F1.1.C_C.030409_0.96.c	36S_F1.1.C_C.030409_0.96.t	79S_E1.1.C_C.030409_0.96.c	79S_E1.1.C_C.030409_0.96.t	79S_F1.1.C_C.030409_0.96.c	79S_F1.1.C_C.030409_0.96.t
GS1_SS_17739_19940	SCCCLR1066G06.g	.	.	Carbohydrate metabolism	Pentose and Glucuronate interconversions	8.0577	7.0955	8.2543	8.0921	9.0182	7.6663	8.7102	8.1633	8.1355	7.4053	7.6569	8.3573
GS1_SS_17741_18616	SCCCLB1001H03.g	.	.	Nitrogen metabolism	NIT2 nitrilase	13.1293	12.5802	13.1871	12.6814	13.404	13.1701	13.1584	13.3677	12.8652	12.6167	12.7339	11.9863
GS1_SS_17742_08571	SCQSHR1020B01.g	Lipid metabolism	lipase	.	Sn1-specific diacylglycerol lipase alpha; DGL-alpha; Neural stem cell-derived dendrite regulator	12.8448	12.5187	11.426	11.7952	12.1934	12.5796	12.5038	11.482	12.5657	13.1687	11.5883	12.0647
GS1_AS_17796_21177	SCCCLR1C07G09.g	.	.	other	Putative apospory-associated protein C			8.6449	7.1336			7.1667				6.8356	6.8548
GS1_SS_20299_16172	SCCCRZ2002D05.g	Cell wall metabolism	cell wall differentiation	Cell wall	glycosyltransferase family 47	10.2028	9.9294	7.7897	7.9346	9.5817	9.8889		8.3496	9.6364	9.4046	7.7123	8.1364
GS1_SS_17680_12143	SCJFRZ2010H02.g	.	.	.	E3 ubiquitin-protein ligase CHFR; Checkpoint with forkhead and RING finger domains protein	10.6559	11.7926	12.5736	12.8206	11.2888	11.7498	13.5972	12.7904	11.1188	11.9712	11.7662	11.9697
GS1_SS_20298_08384	SCSBFL1037C12.g	Pathogen Resistance	ATP binding	Pathogenicity	R-gene	8.7122	8.6514	9.2627	7.6736	8.4848	8.909	8.1687	7.8936	8.3699	8.5888	9.2257	8.7059
GS1_SS_17684_13787	SCJLRT2049D05.g	Others	.	.	Heme-binding protein 2; Placental protein 23; PP23; Protein SOUL	12.0927	14.0718	15.1782	16.3078	14.8101	14.217	16.6244	16.5651	13.1214	14.4367	14.213	15.7648
GS1_SS_17685_10640	SCJFRZ2011C06.g	.	.	Stress	.	10.5286	10.4707	11.2996	11.3125	10.7748	10.2323	13.9645	10.8634	10.5255	10.3625	11.1207	11.9679
GS1_SS_20304_14489	SCCCHR1001F01.g	.	.	.	RecName:Translation initiation factor IF-2	8.8394	8.7305	7.7636	7.9555	8.7449	9.2159	8.0405	8.6987	9.5123	9.0963	7.6585	8.0525
GS1_SS_17686_05654	SCSBSD2030A04.g	Unknown	uncharacterized	.	.	10.4186	10.4072	10.8241	10.9178	11.7511	11.8452	11.2577	11.5321	12.6675	12.3825	10.4444	10.3481
GS1_SS_20300_05288	SCBFRZ3009D07.g	.	.	.	RecName:Uncharacterized protein DDB_G0271670; Flags: Precursor	10.9978	10.7489	6.6334		10.9488	10.5614	7.1943	7.1054	10.9617	10.5886	6.6734	
GS1_SS_17687_06834	SCCCCL4014B04.g	.	.	.	Protein TRANSPARENT TESTA 1; Zinc finger protein TT1; TTL1	13.0657	13.318	13.0853	12.8461	12.8331	13.696	13.5835	13.4072	13.3929	13.7752	13.2226	13.2363
GS1_SS_20285_01633	SCSGFL1082F01.g	Unknown	.	.	.	13.1128	12.1469	6.5876	9.5871	12.9901	12.235	9.7543	8.7214	12.7647	11.6553		8.6484
GS1_SS_17660_19490	SCCCLR1075A04.g	.	.	Carbohydrate metabolism	Putative UDP-glucose:sterol glucosyltransferase (At1g43620)	10.2276	11.6183	8.5194	8.9303	12.1422	12.457	9.6631	10.7862	11.374	12.7747	10.1476	10.7165
GS1_SS_20283_07981	SCSGFL1082D07.g	Cell cycle	uncharacterized	.	Cell division cycle-associated protein 7	12.7234	10.7174	8.3773	8.2704	11.79	11.1014	8.754	8.9081	11.9929	10.6395	9.5061	8.9352
GS1_SS_17664_11867	SCEQLR1029D12.g	.	.	.	Uncharacterized glycosyltransferase MJ1607	13.6632	14.3827	11.4124	11.8607	14.0863	14.6126	14.1599	12.0487	14.0225	14.8619	12.6702	12.9248
GS1_SS_17669_12186	SCCCLR2003F05.g	Unknown	uncharacterized	.	RecName:Mucin-2; Short=MUC-2; AltName:Intestinal mucin-2; Flags: Precursor	16.6602	16.1487	14.2044	14.426	16.597	17.0841	13.6022	15.3567	17.055	17.1075	13.9775	14.2495
GS1_SS_20297_06992	SCSBFL1037C08.g	.	.	.	.			6.8977	6.7989	6.6377	6.5328	8.0797	6.8224	7.3921			
GS1_SS_17674_13051	SCJFST1015F12.g	.	.	.	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 5; Lysophosphatidyl acyltransferase 5	9.1667	9.4832	7.4531	7.6637	9.2174	9.6776	8.6987	7.9003	9.8791	10.167	7.7056	7.8224
GS1_SS_17679_13738	SCSBFL4063A12.g	Carbohydrate metabolism	.	Cell wall	Glycosyl transferase family 8 (cell wall metabolism, starch metabolism or  lipopolysaccharide biosynthesis)	11.9039	11.7481	7.9805	8.126	11.858	11.8565	8.6806	8.8743	11.8404	11.7918	8.4308	8.2536
GS1_SS_20292_13113	SCQSRT2035D09.g	.	.	.	.			5.8727	5.9717	5.8797		8.0051		7.2904		6.9008	6.7824
GS1_AS_17832_20338	SCJLST1027A12.g	.	.	Transcription Factor	Zinc finger proteins	7.4641	8.1291	7.9853	8.0985	7.7504	8.1709	9.0487	8.2053	8.9805	9.8209	8.399	8.2773
GS1_AS_17854_05998	SCEZLB1012G11.g	Transport	.	.	.					6.0619	6.2916						
GS1_SS_17699_12788	SCCCLB1003E10.g	.	.	.	Reticulon-3	9.9698	9.3928		6.9295	9.5941	9.7727	8.2613	7.2068	10.206	9.5315		
GS1_SS_17701_12090	SCRUAD1134H06.b	.	.	.	.	11.8675	12.9252	12.5741	11.7551	13.2594	12.6971	13.1006	12.2004	12.7482	12.809	13.2459	11.7725
GS1_SS_17702_12663	SCJFLR1074E01.g	Signal Transduction	transcription factor	.	Zinc finger protein CONSTANS	13.2008	13.1851	13.4463	14.0034	12.1828	12.8248	15.1602	14.1733	13.1698	12.735	14.6891	14.5184
GS1_SS_17704_13535	SCBFLR1046H11.g	Unknown	.	.	.	11.4234	11.8762	12.9908	11.782	13.1422	12.3985	13.1885	13.4398	12.5117	11.9756	13.2926	12.4814
GS1_SS_17688_10418	SCRLLR1059E03.g	.	.	.	.	12.8051	13.7589	10.5586	10.7682	12.6313	14.1365	10.9789	11.1803	12.9865	13.9289	10.7008	10.9011
GS1_SS_17691_08683	SCJFST1016B06.g	.	.	.	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2; Beta-1,3-glucuronyltransferase 2; UDP-glucuronosyltransferase-S; Glucuronosyltransferase-S; GlcAT-S; GlcAT-D			7.1938	7.1867	7.9152	6.2271	7.6785	7.6692			8.0809	8.5963
GS1_SS_17692_17379	SCEQRT2096D04.g	.	.	Amino acid metabolism	imidazoleglycerol-phosphate dehydratase	9.1806	9.5852	7.4433	7.0822	8.7067	9.867		8.0591	9.0954	10.0132	6.3556	
GS1_SS_17694_09351	SCJFST1016C10.g	Unknown	Uncharacterized	.	Uncharacterized protein At1g08160 OS=Arabidopsis thaliana GN=At1g08160 PE=2 SV=1 	13.7553	12.733	7.6698	7.3617	13.7073	12.1211	8.7404	8.0785	13.6882	12.5279	8.6437	8.2138
GS1_SS_17696_05957	SCJFST1016F07.g	.	.	.	.	11.6792	12.4762	11.2907	11.972	11.5796	13.0623	12.1866	13.3383	11.0572	11.8888	11.4822	11.7981
GS1_SS_17697_05708	SCQSST1037H11.g	.	.	.	.	12.73	12.4328	12.602	12.5667	12.5502	12.2043	11.5215	12.997	12.6908	11.9794	12.308	12.465
GS1_AS_23106_08030	SCEPFL3085H06.g	Protein metabolism	.	.	Cell division protease ftsH homolog 4, mitochondrial; OsFtsH4;	7.1189		6.3674	6.2175	6.7946	7.1375			7.9059	7.8896	6.8617	6.9911
GS1_SS_17632_13040	SCJFST1013B05.g	Unknown	uncharacterized	.	RecName:Fibroin heavy chain; Short=Fib-H; AltName:H-fibroin; Flags: Precursor	7.9407	7.6257	9.2631		8.5925	7.94	10.7383	7.2096	7.1837		9.0672	
GS1_SS_20256_07812	SCRUFL1018F04.g	Unknown	hydrolase	.	Uncharacterized hydrolase HI0588	7.6298			7.0149	7.8669		7.3654	7.5329	7.5992			
GS1_SS_20255_03133	SCUTAM2086B11.g	Others	uncharacterized	.	Protein GOS9 Protein GOS9	14.393	13.5597	7.3399	8.6235	14.3566	13.1799	10.843	8.5717	13.69	13.0347		8.4082
GS1_SS_17633_14263	SCJLRZ1027D07.g	.	.	.	UDP-N-acetylglucosamine transferase subunit ALG14 homolog	10.1278	10.3224	8.4507	7.8966	10.2188	10.9305	8.203	9.1442	9.8292	10.019	8.8778	8.5572
GS1_SS_17634_07610	SCACLR1129D10.g	Protein metabolism	.	.	60S ribosomal protein L19, mitochondrial precursor	13.4517	14.1293	11.216	11.0463	13.2944	14.2796	10.9471	11.0745	13.1325	14.0624	10.5756	10.9301
GS1_SS_20259_21669	SCCCLR1001A03.g	Signal Transduction	Internal signal transduction	Cell wall	LRR receptor-like serine/threonine-protein kinase ERECTA	15.295	14.6469			15.0109	14.3815		6.3922	15.465	14.7154		
GS1_SS_20264_07914	SCBFRZ2047H06.g	.	.	.	.	12.3857	12.1795	10.2244	10.3776	11.7008	12.0996	11.0096	10.4439	12.0327	12.0283	10.1252	9.9584
GS1_SS_17641_20249	SCJFST1013H06.g	Signal Transduction	transcription factor	Transcription Factor	MADS	12.466	11.6791	12.1723	11.7432	10.3959	10.8281	11.7813	12.2816	12.4537	11.2616	12.438	11.5396
GS1_SS_17642_00625	SCJFRZ1006A03.g	Unknown	Uncharacterized	.	RecName:Peroxisome biogenesis protein 22; AltName:Peroxin-22; Short=AtPEX22	12.8588	14.1559	10.504	10.9033	13.2204	14.4633	11.9983	11.0549	12.9758	14.1932	10.3327	11.2675
GS1_SS_20261_12675	SCVPCL6046G08.g	.	.	.	Proteasome-associated protein ECM29 homolog; Ecm29	6.7399	7.1264			7.1911	7.2416						
GS1_SS_17643_13259	SCJFST1014A05.g	Unknown	uncharacterized	.	RecName:Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor									9.1736	9.4903	8.575	7.8517
GS1_SS_20252_11881	SCCCLR1C03A10.g	Cytoskeleton and vesicle trafficking	others	.	RecName:Vesicle-associated protein 4-2; AltName:Plant VAP homolog 4-2; Short=AtPVA42; AltName:VAMP-associated protein 4-2	14.6465	14.2231	11.1779	11.268	14.7364	14.5188	9.6041	11.889	14.8556	14.3251	11.4962	11.1661
GS1_SS_20250_16409	SCRUFL1018A08.g	.	.	No matches	.	11.7582	11.3966	8.0178	7.4202	11.5667	11.3136	8.4468	8.6123	11.5132	10.3031	8.0285	7.3259
GS1_SS_20254_21749	SCAGLR1021G09.g	.	.	Cell cycle	RecName:Phosphatidylinositol glycan anchor biosynthesis class U protein; AltName:Cell division cycle protein 91-like 1; Short=Protein CDC91-like 1; AltName:GPI transamidase component PIG-U	8.9588	8.705	8.0381	7.6723	9.0558	8.8526	8.5257	8.0882	9.1173	9.0371	7.9151	7.6228
GS1_SS_17628_13817	SCJFST1012E12.g	.	.	.	.	10.8025	10.7554	10.4319	10.8595	11.2797	11.1489	12.617	11.0661	10.6259	11.0712	10.0609	10.4661
GS1_SS_20253_14195	SCRUFL1018C07.g	.	.	.	Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 5; Lysophosphatidyl acyltransferase 5	13.1325	13.585	8.6818	9.5539	13.374	13.6578	10.6757	9.7715	13.8007	14.0844	9.7288	10.3209
GS1_AS_23119_08243	SCJFLR2036D12.g	Protein metabolism	Ribosomal protein	.	50S ribosomal protein L35, chloroplastic; CL35;											7.5823	6.8449
GS1_AS_17753_16758	SCCCCL2001C11.b	.	.	Chromatin regulation	trithorax 1 (ATX-1) (TRX1) [Arabidopsis thaliana]	6.2369	6.368	6.0788	6.4222		6.6997		6.712			6.4935	7.3594
GS1_SS_17649_09648	SCJFST1014E07.g	.	.	.	.	8.8048	9.2353	9.8156	9.4925	8.1124	9.6107	10.2766	9.2548	9.8629	10.2297	9.4672	8.6561
GS1_SS_20279_12347	SCVPLB1018A06.g	.	.	.	Hydroxymethylglutaryl-CoA synthase; HMG-CoA synthase; 3-hydroxy-3-methylglutaryl coenzyme A synthase; Protein EMBRYO DEFECTIVE 2778	13.2678	12.9077	9.3715	8.9109	13.4649	12.7887	8.9778	9.4591	13.4944	12.7232	9.7431	9.5368
GS1_SS_20278_03530	SCRFFL1027F06.g	.	.	.	RecName:Mediator-associated protein 2	12.8427	12.8315	12.1401	12.3338	12.7969	13.1225	12.8384	11.6856	12.5259	12.4779	10.847	9.7176
GS1_SS_17650_00549	SCJFST1014E11.g	.	.	.	.	7.458	7.493	8.3566	8.218	7.5925	7.6307	8.8673	8.62	8.7036	8.747	8.5856	8.3419
GS1_SS_17653_14534	SCJFST1014B03.b	.	.	.	Cytochrome P450 51; CYPLI; P450-LIA1; Obtusifoliol 14-alpha demethylase	7.7924	8.1452			8.0712	9.2079	6.6047		7.0823	8.5129		
GS1_SS_20281_12127	SCQGRT1040E09.g	Others	uncharacterized	.	Putative tropinone reductase homolog At1g07440			12.8142	12.4381			13.9832	13.2243			12.896	13.1255
GS1_SS_20280_03011	SCCCLR1077E07.g	.	.	.	Carotenoid isomerase, chloroplastic; CrtISO;	10.9157	11.4305	12.6517	12.1724	11.1569	11.3554	11.9302	11.7528	11.4169	11.584	12.2129	11.3945
GS1_SS_17656_10201	SCSFRT2071C05.g	.	.	.	RecName:Putative lipid-transfer protein DIR1; AltName:Protein DEFECTIVE IN INDUCED RESISTANCE 1; Flags: Precursor	7.6296	8.5837			10.4391	8.3755			7.7333			
GS1_SS_17657_11157	SCEZLR1031D05.g	.	.	.	25.3 kDa vesicle transport protein; AtSEC22	14.1307	14.3081	12.5083	12.7936	14.4997	14.9268	12.5864	12.902	13.9836	14.2633	12.0836	12.8081
GS1_SS_20282_12750	SCEPAM1021B02.g	Unknown	Coenzyme	.	Probable exosome complex exonuclease 1	14.9726	9.3519	7.4509	8.5687	14.8859	9.0882	9.8933	8.2948	14.1371	9.3869		8.3916
GS1_SS_20267_19096	SCAGFL1090D09.g	Others	.	Unknown protein	RecName:Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor	11.2175	8.6384	8.0992	7.1529	10.5376	8.684		8.0051	10.3896	7.7492	6.5079	
GS1_SS_17645_06164	SCJFST1014C02.g	Unknown	.	.	.	11.7132	13.328	14.9608	16.0455	10.6036	13.407	15.2264	16.0789	11.0808	13.2076	14.5711	15.9004
GS1_SS_17646_21126	SCCCCL4002B04.g	.	.	Development	Homeotic gene regulator (Brahma protein)	15.2089	16.4035	13.9992	14.3737	15.1363	16.5865	14.1795	14.4155	14.9072	15.8165	13.7557	13.8512
GS1_SS_20268_11897	SCSFSB1097D02.g	.	.	.	Synaptonemal complex protein 1; Synaptonemal complex central region protein ZYP1a	7.8075	7.254			8.6519	7.8347			7.1256			
GS1_SS_20275_00516	SCAGLR1021D04.g	Signal Transduction	.	.	Probable protein phosphatase 1B-like	13.5309	12.6322	10.4633	10.0922	12.8061	12.5201	10.7584	10.316	14.2835	13.0439	10.4266	10.1489
GS1_SS_17647_17213	SCJFST1014C11.g	.	.	Carbohydrate metabolism	Alpha-glucosidase					6.3965	5.9147						
GS1_SS_17648_16297	SCJFLR1013H05.g	.	.	Stress	Water stress	14.259	14.1306	12.2775	12.3084	13.9747	13.6511	12.6463	12.746	14.7043	13.9151	12.5513	12.9891
GS1_SS_20271_16487	SCJFST1015D08.g	.	.	Protein kinase	putative RLCK	13.487	12.6137	12.5054	12.2958	13.2515	12.3451	13.3162	12.0544	13.5371	12.4237	13.1999	12.6089
GS1_AS_17769_06454	SCQSRT2032A10.g	.	.	.	Probable signal peptidase complex subunit 2 (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit)								6.197			6.8592	7.7995
GS1_AS_17779_16787	SCJFRZ1006H05.g	.	.	Receptors	receptor Ser/Thr kinase	7.9937	8.1531	9.1188	8.7379	8.1506	8.3279	9.0416	9.0466	8.2387	8.2239	9.013	8.8627
GS1_AS_17605_14657	SCJFLR1035B10.g	RNA metabolism	transcription factor	Transcription Factor	bZIP			6.3666	6.8049			8.1528	6.5115			8.6543	9.0763
GS1_SS_22757_09938	SCQSFL3034G09.g	.	.	.	Abhydrolase domain-containing protein FAM108B1;	12.7875	12.8914	12.2418	12.691	13.3162	13.1748	12.8018	13.4802	12.9381	12.624	12.5491	13.1382
GS1_SS_17588_08540	SCCCLR1067C10.g	Unknown	dehydratase	.	NAD-dependent epimerase/dehydratase	12.2113	13.5471	13.1434	14.7632	15.6192	14.3981	14.936	14.5573	12.3676	14.4493	12.6074	14.4814
GS1_SS_20221_18404	SCVPRZ2043F07.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	12.3479	12.7734	8.4216	8.1732	12.7357	12.6141	9.0049	8.7881	11.9559	12.1269	7.7456	7.8239
GS1_SS_17590_05994	SCJFST1010B05.g	.	.	.	N-terminal kinase-like protein; SCY1-like protein	9.6812	9.7538	8.7643	8.8419	9.8335	10.2179	9.6362	9.0163	10.2989	10.4191	9.5463	10.1475
GS1_SS_22756_07565	SCQSFL3034G05.g	.	.	.	.	7.8033	7.8948	7.5111	7.5867	8.2547	8.6215	9.2218	7.7896	8.4608	8.6228	7.9289	7.3878
GS1_SS_20218_14529	SCEZHR1088C08.g	.	.	.	Uncharacterized protein At4g18490	11.9991	12.1198	8.9963	9.1476	12.2703	12.252	9.7615	9.5256	11.343	11.6495	8.7942	9.0481
GS1_SS_17592_04508	SCCCLR1C04B10.g	.	.	.	.	7.8671	7.8354			8.1506	9.1013			7.8899	8.2712		
GS1_SS_20223_19178	SCEPRZ1011A12.g	Signal Transduction	quinase	Protein kinase	undefined	8.1368	7.7541	7.082	6.4121	8.1425	7.6139	9.8862		8.342	7.6202		
GS1_SS_22760_00539	SCJFRZ2009E09.g	.	.	.	.	15.4292	15.477	14.881	15.1252	15.7641	15.6159	14.6457	15.5732	15.8252	15.8234	14.3137	15.2585
GS1_SS_20222_04802	SCQSFL3038C10.b	.	.	.	Uncharacterized protein At3g49055	12.0961	12.1581	10.9367	11.1864	12.3072	12.5114	11.7181	11.7727	12.8713	12.7356	11.9253	11.867
GS1_SS_22758_10494	SCEZLB1013B07.g	.	.	.	.	11.9216	13.2119	10.8193	10.574	12.3417	13.9481	10.8861	10.9219	12.6093	14.2023	11.463	10.7707
GS1_SS_17594_15050	SCJFST1010C10.g	.	.	Development	Homeobox protein LUMINIDEPENDENS	7.0019	7.0367			6.8755	7.5345		6.0484		7.3148		
GS1_SS_17598_13313	SCJFST1010E12.g	Transport	transporter	.	Putative cadmium/zinc-transporting ATPase 3	12.6094	12.8923	12.3482	12.7119	13.1714	13.0259	14.0124	13.1001	13.2796	13.5209	13.5962	13.7011
GS1_SS_20227_07885	SCEQLB1066E07.g	.	.	.	Protein CASP	9.567	9.0888	8.3891	8.4779	9.5163	8.8745	8.9306	8.5295	9.602	8.9457	7.9794	7.7078
GS1_SS_22763_13433	SCQSFL3034G03.g	.	.	.	Nodulation protein H	12.9961	12.4132	8.4377	8.1274	13.0246	12.6176	8.5146	8.8962	12.9514	12.4857	9.437	9.5237
GS1_SS_17599_12416	SCJFST1010F01.g	.	.	.	RecName:CASP-like protein Sb03g029220	6.5619		6.4336	6.8733	6.7011			7.236	8.7551	8.6638	7.2943	7.4505
GS1_SS_22761_08741	SCQSFL3034F02.b	Unknown	uncharacterized	.	.	12.1783	12.5915	12.5001	12.6342	12.776	12.7378	12.8292	13.0923	12.7342	12.5724	12.2519	12.5303
GS1_SS_20225_15521	SCEPAM1017F01.g	Unknown	no matches	No matches				6.0443	6.4532	6.515	6.5125		6.7419	7.4799	7.7129	6.967	7.0706
GS1_SS_17600_07169	SCCCLB1023H12.g	.	.	.	Cytochrome b ascorbate-dependent protein 3	11.6551	11.786	10.9367	10.7837	11.3022	11.9	10.5805	11.0548	11.4045	11.7029	10.4784	10.4515
GS1_SS_20234_05842	SCEQRT2027A01.g	Transport	transporter	.	Probable metal-nicotianamine transporter YSL7; Protein YELLOW STRIPE LIKE 7; AtYSL7	10.7107	7.8448	14.4998	11.6794	11.7271	12.0319	13.3309	13.344	12.109	12.5899	14.029	13.3753
GS1_SS_22764_11591	SCQSFL3035B07.g	.	.	.	Mitotic spindle assembly checkpoint protein MAD2B; MAD2-like 2; hREV7	10.7415	11.2717	9.2748	9.1713	10.5561	11.8776	7.9726	9.6307	10.7857	11.2715	9.2128	9.2127
GS1_SS_20230_01093	SCCCRZ2004G03.g	.	.	.	RING finger and CHY zinc finger domain-containing protein 1; Zinc finger protein 363; CH-rich-interacting match with PLAG1; Androgen receptor N-terminal-interacting protein; p53-induced RING-H2 protein; hPirh2; RING finger protein 199	12.4641	13.8341	11.0026	11.1372	12.3741	14.0176	12.0403	11.4567	12.5308	13.8604	11.2966	11.6796
GS1_SS_22749_13606	SCCCRZ1003H11.g	.	.	.	Mitochondria fission 1 protein	13.4361	13.0513	12.5898	12.8838	14.0762	13.2389	14.2727	12.7963	13.7954	13.3397	12.3622	13.4578
GS1_SS_22753_01285	SCQSAM2101E11.g	Protein metabolism	chaperone	.	Chaperone protein dnaJ	12.8113	13.0114	12.0025	13.8081	13.7086	13.4324	14.7889	12.7821	13.0452	13.6358	11.436	13.4408
GS1_SS_20217_07074	SCSGFL1081D11.g	.	.	.	Zinc transporter 6, chloroplastic; ZRT/IRT-like protein 6;	12.0996	11.9445	12.7871	12.5898	11.7461	11.5215	12.2911	12.9742	12.1946	11.2116	12.3798	12.696
GS1_SS_17587_15770	SCSFRT2069H06.g	.	.	Protein metabolism	Translation initiation factor eIF-2B delta subunit (eIF-2B GDP-GTP exchange factor)	12.6922	13.2373	11.131	11.2608	13.204	13.6595	11.6457	11.6215	12.9191	13.5816	11.1272	11.3697
GS1_SS_22750_12198	SCEQRT2095D04.g	Protein metabolism	ligase	.	E3 ubiquitin-protein ligase At3g02290; RING finger protein At3g02290	9.7164	10.588	8.9916	9.5632	10.1374	11.0333	9.9801	9.4756	9.5158	10.4987	9.9641	10.4412
GS1_SS_20215_12139	SCSGFL1081C01.g	.	.	.	Potassium channel SKOR; Stelar K(+) outward rectifying channel	7.5608	8.0064	7.7035	7.0269	7.3806	8.1368	8.1793	6.5603				
GS1_AS_23042_16312	SCQGLB1029B05.g	.	.	Protein kinase	other	6.8915	6.7237	6.3108	6.8627	6.9415	6.8185		7.0733	6.5838		7.3102	8.5908
GS1_AS_23025_03029	SCBFRZ2016H04.g	AminoAcid and nitrogen metabolism	synthase	.	Proline synthetase co-transcribed bacterial homolog protein			6.0152				7.073	6.6226				
GS1_AS_17641_20248	SCJFST1013H06.g	Signal Transduction	transcription factor	Transcription Factor	MADS	11.2436	11.4841	10.6777	10.3264	12.2654	11.6415	12.2726	10.7212	12.2287	12.2753	12.339	11.6273
GS1_AS_17645_06163	SCJFST1014C02.g	Unknown	.	.	.	6.3612	6.9976	7.321	8.6968	6.4335	7.1024	8.7347	7.9442			7.8123	9.8482
GS1_AS_17642_00626	SCJFRZ1006A03.g	Unknown	Uncharacterized	.	RecName:Peroxisome biogenesis protein 22; AltName:Peroxin-22; Short=AtPEX22	7.6995	7.794	9.461	9.4037	7.7995	7.8116	7.8046	9.3695	7.7304		9.4969	9.4433
GS1_AS_23049_08160	SCMCLR1010C05.g	RNA metabolism	RNA polymerase	.	DNA-directed RNA polymerase II subunit RPB1; RNA polymerase II subunit B1; DNA-directed RNA polymerase III largest subunit	6.413	6.7976		6.1742	6.178	7.0175		6.2252				
GS1_AS_23060_08169	SCMCRT2087A04.g	Cytoskeleton and vesicle trafficking	.	.	Protein RER1A (AtRER1A)	7.869	7.8641	8.8142	9.169	8.2179	8.5598	10.046	8.9986	9.984	10.5451	9.6776	10.4863
GS1_AS_17648_16296	SCJFLR1013H05.g	.	.	Stress	Water stress	6.8626		6.0023	6.4031	6.5045			6.6067	7.055		6.3937	7.1164
GS1_SS_17606_16327	SCVPLR2012H07.g	.	.	Bioenergetics	Soluble inorganic pyrophosphatase (Pyrophosphate phospho-hydrolase) (PPase)	13.0069	11.9241	11.8445	11.7866	13.0392	11.3173	12.5149	12.1245	12.9025	11.3998	11.1999	11.0676
GS1_SS_20241_11177	SCBFLR1083G10.g	.	.	.	DEAD-box ATP-dependent RNA helicase 53	11.805	12.4232	10.462	11.0743	12.1044	12.4367	10.5708	11.176	12.4103	13.4515	10.8686	11.355
GS1_SS_22776_09408	SCQSFL3036F04.g	Others	uncharacterized	.	Ankyrin repeat-containing protein At3g12360	11.5049	9.881			11.4923	9.8775			10.8636	9.0731		
GS1_SS_17609_11542	SCRFLB1053B01.g	Redox metabolism	others	.	Ankyrin repeat domain-containing protein 2 (AtAKR2)	11.2831	13.0968	14.1789	14.6805	12.8195	11.8624	15.4626	14.6397	10.8039	12.8657	13.7596	14.2348
GS1_SS_20240_06815	SCSBFL1045F02.g	DNA metabolism	.	.	Peptide chain release factor 1 (RF-1)	7.8928	8.3384	9.9499	10.8257	7.8683	8.6594	12.4214	9.5291	8.0676	8.813	7.9754	10.7384
GS1_SS_22773_18536	SCJFRZ1006A12.g	.	.	Carbohydrate metabolism	Carbon fixation	14.854	15.7673	13.8263	14.0077	14.211	15.7313	13.0166	14.4546	14.2122	15.1898	12.9122	13.3856
GS1_SS_22780_11851	SCJLLR1107F03.g	.	.	.	Dynein light chain 1, cytoplasmic; 8 kDa dynein light chain; Cut up protein	13.9146	13.2179	11.8237	12.0734	13.9717	13.508	11.7983	12.2912	13.7045	13.3097	11.4865	11.5951
GS1_SS_17611_04963	SCEQRT2025E01.g	.	.	.	RecName:Major facilitator superfamily domain-containing protein 5	12.5191	13.0942	10.6922	10.8831	12.5447	13.298	10.7499	10.945	13.1437	14.2412	12.2221	12.2296
GS1_SS_20243_06994	SCSBFL1045H03.g	Transport	Transporters	.	.	9.9857	9.4737			9.9878	9.4985		6.7837	10.0103	8.6186	6.4756	
GS1_SS_17613_00702	SCVPAM1055C10.g	RNA metabolism	.	.	RNA-binding protein Nova-1; Neuro-oncological ventral antigen 1; Ventral neuron-specific protein 1	12.2944	11.3864	11.887	11.9039	12.7086	11.7952	12.3141	11.9474	12.8524	12.1074	11.8956	12.3101
GS1_SS_20242_10796	SCUTRZ2024G09.g	.	.	.	.					6.2703	6.3653			6.9313			
GS1_SS_22777_13393	SCJLLR1107G06.g	Unknown	uncharacterized	Carbohydrate metabolism	Aspartyl protease-like	14.9074	13.9143	12.2764	9.6839	15.297	12.4307	10.8233	10.2453	14.923	12.365	12.7254	10.0614
GS1_SS_22782_10003	SCUTFL1063H04.g	Unknown	Uncharacterized	.	.	10.6594	11.0326	13.3189	13.0187	10.6558	11.0692	11.6329	13.3204	10.4692	10.7358	12.6249	12.4262
GS1_SS_17615_04944	SCACSB1119F03.g	.	.	.	.	11.4756	12.3578	11.1787	10.9347	12.1979	12.6398	11.5655	11.2802	12.7213	13.6722	11.5552	10.8822
GS1_SS_20248_13973	SCCCRZ1003E03.g	.	.	.	SCAR-like protein 1	7.7422	7.3204			7.5392	7.9718			7.6327	8.0065	6.72	
