probe_name	transcript_name	function	structural	category	sub category 1	A1V2E3_0.80.c	A1V2E3_0.80.t	A1V2E5_0.80.c	A1V2E5_0.80.t	A1V2E6_0.80.c	A1V2E6_0.80.t
GS1_SS_15669_01645	SCEZRZ3096E04.g	.	.	.	RecName:Phosphoenolpyruvate carboxykinase [ATP]; Short=PEP carboxykinase; Short=PEPCK; AltName:Phosphoenolpyruvate carboxylase			6.8853	6.4522	6.5127	
GS1_SS_15645_16608	SCCCHR1004D03.g	Signal Transduction	kinase/phosphatase	Receptors	receptor Ser/Thr kinase	12.6761	12.9306	14.5728	11.6561	13.5307	10.1232
GS1_SS_18094_21334	SCUTAD1032C06.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	protein phosphatase 2C	11.4541	11.9549	12.7747	12.5939	13.2012	11.616
GS1_SS_15649_18743	SCEZRZ3095B02.g	DNA metabolism	helicase	Nucleic acid metabolism	double-strand break repair			6.3863	6.6385		
GS1_SS_18099_07505	SCEZLB1007E12.g	Unknown	Uncharacterized	.	Serine/arginine repetitive matrix protein 2; AltName:300 kDa nuclear matrix antigen; AltName:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa; Short=SR-related nuclear matrix protein of 300 kDa; Short=Ser/Arg-related nuclear matrix protein of 300 kDa; AltName:Splicing coactivator subunit SRm300; AltName:Tax-responsive enhancer element-binding protein 803; Short=TaxREB803	8.2485	7.813	8.3315	7.5346	9.2899	
GS1_SS_15650_19600	SCEZRZ3095B08.g	Signal Transduction	Kinase	Receptors	Putative wall-associated protein kinase	7.2339	7.4546	9.061		8.8376	
GS1_SS_15582_09882	SCCCRZ2001G12.g	.	.	.	Ankyrin repeat-containing protein At5g02620	13.0274	13.0375	14.6634	15.2158	14.6174	15.5444
GS1_SS_20672_01501	SCEZRZ3018A06.g	.	.	.	.	10.4724	10.4809	12.0155	13.0527	12.7767	13.6732
GS1_SS_18033_12465	SCSBST3093E07.g	Signal Transduction	uncharacterized	.	Auxin transporter-like protein 2	10.0886	9.8933	11.3958	11.2184	11.7248	11.2588
GS1_SS_15587_18318	SCCCLR2C03C08.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	12.2736	12.358	13.483	14.3338	13.6035	13.9772
GS1_SS_20670_14867	SCCCRZ2001B06.g	.	.	Small GTPases	Sar1	15.3268	15.1652	15.9583	16.1111	16.1661	16.0851
GS1_SS_18036_12997	SCCCST1008A02.g	Others	metallophosphatase	.	Purple acid phosphatase; Zinc(II) purple acid phosphatase;	8.2098	6.5841	9.269	9.3178	9.1574	10.8859
GS1_SS_18040_14000	SCJLRT1015C05.g	.	.	.	RecName:Suppressor protein SRP40	13.6979	13.9955	14.8324	15.3854	14.487	15.4118
GS1_SS_20675_19867	SCCCLR1048H03.g	Hormone biosynthesis	others	Hormone biosynthesis	9-cis-epoxycarotenoid dioxygenase NCED6, chloroplastic	14.446	14.0497	16.4628	16.8537	14.5126	15.8181
GS1_SS_15588_10305	SCCCRZ3003B11.g	.	.	.	ABC2 homolog 1	9.708	10.085	12.609	13.6189	12.5163	14.4499
GS1_SS_15589_14135	SCCCLB1C03B12.g	.	.	.	Protein SUPPRESSOR OF GENE SILENCING 3 homolog; ZmSGS3; Protein LEAFBLADELESS 1	9.4231	8.6781	10.6575	10.1129	10.7117	8.0998
GS1_SS_18042_19411	SCQSST1037B07.g	.	.	Small GTPases	GTPase modulator	12.9494	12.6982	13.8153	14.5509	14.2668	14.9309
GS1_SS_15590_12086	SCEZRZ3049D12.g	Unknown	no matches	.				6.7783	6.6583	6.802	6.9557
GS1_SS_20679_11643	SCBGLR1023B04.g	.	.	.	UDP-sulfoquinovose synthase, chloroplastic; Sulfite:UDP-glucose sulfotransferase; Sulfolipid biosynthesis protein;	13.1391	12.6685	14.1836	13.1472	14.1325	12.8947
GS1_SS_20676_18261	SCVPLR2027A05.g	.	.	Transcription Factor	hormone-related/auxin	10.2546	10.338	11.4901	11.2384	11.3505	11.1008
GS1_SS_18043_02070	SCQSST1037D08.g	.	.	.	RNA-dependent RNA polymerase 1 (Protein rdp1)	9.9808	10.1677	11.7595	11.1789	11.1527	10.8471
GS1_SS_15593_11011	SCEQAM2040B07.g	Transport	Membrane transporter	.	ABC transporter			8.3572	7.082	8.4431	7.2163
GS1_SS_15594_18058	SCSGHR1066F10.g	.	.	Receptors	receptor Ser/Thr kinase	11.1077	11.4928	12.7005	13.3751	12.4822	12.2489
GS1_SS_18045_04900	SCQSST1037F04.g	.	.	.	Putative phospholipid-transporting ATPase 4 (Aminophospholipid flippase 4)			7.2961	7.9249		7.1561
GS1_SS_15603_17021	SCEZAM1080D08.g	.	.	Nucleic acid metabolism	.	12.2679	12.6499	13.8973	14.8534	13.889	14.6677
GS1_SS_20667_08767	SCJFRT1061H05.g	.	.	.	RecName:Proline-rich receptor-like protein kinase PERK9; AltName:Proline-rich extensin-like receptor kinase 9; Short=AtPERK9	8.1238	7.8575	9.586	9.8658	9.6128	9.779
GS1_SS_20666_07349	SCMCFL5008A03.g	Unknown	Uncharacterized	.	F-box protein At5g51380	9.8422	10.6009	12.4607	11.2244	11.4759	10.1429
GS1_SS_20669_19716	SCEZRZ3015A12.g	Cell wall metabolism	cell wall differentiation	Cell wall	Glycosyl hydrolase family 3 protein (Xylosidase)	9.5219	10.3817	12.0026	14.0603	12.0561	14.6249
GS1_SS_18031_11746	SCJFLR1017G05.g	Unknown	uncharacterized	.	.	12.2293	12.3278	14.0834	14.2932	14.6937	13.4732
GS1_SS_18032_12654	SCRLAD1098D06.g	Unknown	uncharacterized	.	.	8.5485	8.9919	11.9351	12.0576	10.1227	12.0075
GS1_SS_20668_13978	SCVPFL1069B07.g	Unknown	uncharacterized	.	.	9.7888	9.7573	10.0598	12.1892	11.0702	12.0764
GS1_SS_15581_16940	SCEZRZ3019F06.g	Unknown	uncharacterized	No matches	non-coding	12.3102	11.9688	13.125	13.5065	13.7052	13.2066
GS1_SS_15610_05394	SCEZRZ3051A11.g	.	.	.	.	6.7258	6.525	7.8205	8.4562	8.2181	8.2995
GS1_SS_18053_09018	SCCCLR1001D05.g	Unknown	others	.	Pentatricopeptide repeat-containing protein At1g11290	8.1788	8.324	10.78	8.5782	10.1298	7.6498
GS1_SS_15612_11721	SCEZRZ3051B08.g	Unknown	uncharacterized	.	.	7.3897	7.8095	8.6343	9.3613	8.8706	9.3011
GS1_SS_18054_06434	SCQSST1038G07.g	Protein metabolism	ribosomal protein	.	50S ribosomal protein L32, chloroplastic 50S ribosomal protein L32, chloroplastic 50S ribosomal protein L32, chloroplastic	12.0065	11.7951	11.0115	9.6831	11.0063	9.8689
GS1_SS_15614_12389	SCEZRZ3051D04.g	.	.	.	.	7.2142	7.3621	7.5183	7.712	7.384	
GS1_SS_18061_13437	SCQSST1039F02.g	.	.	.	Formin-like protein 7; OsFH7	9.1898	10.0931	11.0844	11.9182	10.6798	12.7447
GS1_SS_15615_13874	SCEZRZ3051D05.g	.	.	.	RecName:Caskin-2; AltName:CASK-interacting protein 2			7.0112	8.3917	7.128	8.2311
GS1_SS_18064_10866	SCQSST1039H01.g	Unknown	Uncharacterized	.	E3 ubiquitin-protein ligase HECTD1; HECT domain-containing protein 1; E3 ligase for inhibin receptor; EULIR	10.6755	9.9707	13.7915	13.914	11.5561	14.8605
GS1_SS_18066_13688	SCEPRZ1008G07.g	.	.	.	Far upstream element-binding protein 1; FUSE-binding protein 1; FBP; DNA helicase V; HDH V	9.6606	9.7725	12.3481	12.0759	11.6169	12.1564
GS1_SS_15618_12775	SCEZRZ3051H12.g	.	.	.	Peroxisomal leader peptide-processing protease; Trypsin domain-containing protein 1;  Peroxisomal leader peptide-processing protease, 10 kDa form;  Peroxisomal leader peptide-processing protease, 49 kDa form	9.4575	9.5252	11.1513	11.7396	10.7502	11.6154
GS1_SS_18046_18491	SCCCCL3140E08.g	.	.	Protein metabolism	5-phosphoribosyl-5-aminoimidazole synthetase	10.4204	10.3676	12.5064	11.5759	11.8495	11.0419
GS1_SS_18047_06054	SCCCLR1070B06.g	Others	synthase	.	Phosphosulfolactate synthase; (2R)-phospho-3-sulfolactate synthase; PSL synthase	12.7637	12.234	12.6975	15.5175	13.5222	15.1872
GS1_SS_15608_10914	SCEZRZ3051A07.g	.	.	.	Trafficking protein particle complex subunit 1 Trafficking protein particle complex subunit 1	8.9899	9.2457	10.6214	10.7403	10.2536	10.4036
GS1_SS_18049_13107	SCJFRZ1006G01.g	.	.	.	DnaJ homolog subfamily C member 25	10.6589	10.9398	12.6478	13.055	12.6191	13.2519
GS1_SS_15609_11383	SCEZRZ3051A09.g	.	.	.	GTP pyrophosphokinase; ATP:GTP 3-pyrophosphotransferase; ppGpp synthetase I; (p)ppGpp synthetase			7.7817	7.4023	7.577	6.2615
GS1_AS_18638_04841	SCEQAM1044A12.g	.	.	.	Uncharacterized lipoprotein syc1174_c;			6.6189	6.9592		6.7894
GS1_AS_18637_07658	SCSBAD1084A09.g	.	.	.	Chaperone protein dnaJ Chaperone protein dnaJ Chaperone protein dnaJ Chaperone protein dnaJ	6.4559		7.848	7.9366	7.6825	7.6479
GS1_SS_20945_13367	SCEPAM1024A02.g	Cell wall metabolism	Lignin metabolism	Cell wall	dirigent-like protein	7.6825	6.5651	8.6414	9.1843	8.4985	10.893
GS1_SS_18303_07090	SCCCST2001B04.g	.	.	.	RNA polymerase-associated protein CTR9 homolog; SH2 domain-binding protein 1	11.5488	11.7628	13.2013	13.2936	12.7653	13.2571
GS1_SS_18305_12521	SCCCLB1002H06.g	.	.	.	Tubulin-specific chaperone C; Tubulin-folding cofactor C; CFC			7.233	8.5895	6.94	8.8714
GS1_SS_18306_11673	SCEQLR1029B10.g	.	.	.	.	11.6507	11.513	12.6583	13.0606	13.2546	12.4599
GS1_SS_20958_14433	SCBFAD1045A06.g	.	.	.	Protein cereblon	7.9178	7.8017	9.7785	9.9821	9.3729	9.8821
GS1_SS_18307_10813	SCEZLR1031D07.g	.	.	.	Sucrose-phosphatase 1; ZmSPP1	14.687	14.689	14.4138	15.2228	15.636	14.8692
GS1_SS_18309_11412	SCCCST2002A02.g	Unknown	transporter	.	Uncharacterized membrane protein At1g63010	10.1309	7.9982		7.9728	9.7665	
GS1_SS_20954_20852	SCQGLB1039C11.g	.	.	Stress	Water stress	12.385	12.6464	14.6928	13.2483	13.7791	12.6982
GS1_SS_20941_20085	SCEQRT1032H04.g	Protein metabolism	Ribosomal protein	Protein metabolism	Ribosomal protein L2	10.9759	10.8453	12.3726	12.2496	12.1587	12.2231
GS1_SS_20940_03678	SCCCFL6002E03.g	.	.	.	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q; Phosphatidylinositol-glycan biosynthesis class Q protein; PIG-Q; N-acetylglucosamyl transferase component GPI1; MGpi1p	7.7228	8.017	9.1652	9.125	8.6856	8.6496
GS1_SS_18294_14659	SCQGST1034G10.g	Signal Transduction	kinase/phosphatase	Protein kinase	putative RLCK	12.6918	13.1563	14.5446	14.0187	14.5603	13.7013
GS1_SS_20944_13070	SCRFLR1012C12.g	.	.	.	.	7.8431	7.9196	8.952	9.3936	9.1387	9.0694
GS1_SS_18300_16922	SCVPST1063D12.g	.	.	Development	development	9.3483	9.4189	10.3965	11.3003	10.7278	10.887
GS1_SS_20942_17420	SCJLFL1053G08.g	.	.	Carbohydrate metabolism	enolase			7.2418	7.0932		7.078
GS1_AS_24478_05143	SCEZAM1081G05.g	RNA metabolism	Ribosomal protein	.	U6 snRNA-associated Sm-like protein LSm6 U6 snRNA-associated Sm-like protein LSm6			6.9193	7.1337	6.9947	6.6467
GS1_AS_19190_04095	SCQGST1033H02.g	Others	uncharacterized	.	Secologanin synthase; SLS; Cytochrome P450 72A1; CYPLXXII	6.9242	7.0027	7.6292	7.5137	7.5304	7.3959
GS1_AS_24462_06055	SCBGRT3012E01.g	Signal Transduction	.	.	Zinc finger protein 682			8.0712	7.5362		6.8138
GS1_SS_20972_02516	SCAGRT2040C06.g	.	.	.	Filament-like plant protein 2; AtFPP2	8.7161	7.4772	9.9713	7.8386	9.5342	7.7663
GS1_SS_20969_18592	SCCCAM1073E01.g	.	.	Transporters	Magnesium transporter NÃ£o tÃªm domÃ­nio Pfam!!!	11.0617	11.5975	12.3647	12.1547	12.9947	11.0805
GS1_SS_18320_10854	SCCCST2003G01.g	.	.	.	Protein FAR1-RELATED SEQUENCE 5 OS=Arabidopsis thaliana GN=FRS5 PE=2 SV=1 			6.6147	6.4341		6.9446
GS1_SS_20975_17679	SCRUFL1024D04.g	Pathogen Resistance	uncharacterized	Pathogenicity	R-gene	8.1229	8.6984	9.8842	10.4741	9.8913	10.1089
GS1_SS_18321_11168	SCCCST2004B02.g	Unknown	.	.	.	9.6213	9.2999	12.6584	9.497	11.8726	8.8147
GS1_SS_20974_19462	SCJLFL1048C06.g	.	.	Protein kinase	Calcium-related	10.8421	10.9945	11.8591	12.5548	12.1388	12.3907
GS1_SS_18322_13748	SCCCST2004D07.g	Unknown	.	.	.	8.972	9.3959	10.2485	10.875	10.1257	11.1965
GS1_SS_18323_02083	SCCCST2004G03.g	Unknown	uncharacterized	.	RecName:Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor	12.5761	12.0542	13.811	14.139	13.8241	15.8311
GS1_SS_18327_18887	SCVPRT2073F05.g	.	.	Transporters	Sugar (and other) transporter (Sugar_tr)	10.0951	10.0569	12.671	12.7579	12.4838	12.6599
GS1_SS_20960_09216	SCMCLR1053H11.g	.	.	.	Kinesin-related motor protein Eg5 2	10.3373	9.7022	12.3448	11.7124	12.0372	10.5973
GS1_SS_18313_04045	SCCCCL4007D06.g	.	.	Receptors	receptor Ser/Thr kinase	10.119	9.8842	12.1154	11.5425	11.6821	11.4711
GS1_SS_20964_13988	SCEPRZ1009H12.g	.	.	.	Peroxiredoxin-2F, mitochondrial; Peroxiredoxin IIF; Thioredoxin reductase 2F;	14.016	13.7802	14.6993	13.9408	14.9804	13.5132
GS1_SS_18314_06609	SCCCST2003A05.g	.	.	.	.	8.0262	8.2924	9.6539	8.7528	8.9223	8.5242
GS1_SS_20963_10360	SCJLRT2050F05.g	Others	uncharacterized	.	Kinesin-like protein KIFC3	7.7462	7.6522	8.6598	9.1644	8.7475	9.4368
GS1_SS_20968_00485	SCSGST1072A06.g	.	.	.	Chloride channel protein CLC-c; AtCLC-c	13.4576	13.6548	13.9089	14.3292	14.9139	14.3377
GS1_SS_18315_16584	SCCCST2002D08.g	Others	O-methyltransferase (OMT)Cell wall	Secondary metabolism	orcinol O-methyltransferase	12.6552	12.3006	14.4812	13.0063	13.6369	13.0527
GS1_SS_18318_10444	SCCCST2003E08.g	.	.	.	.			6.6192	6.5997		6.6083
GS1_SS_20966_15439	SCBGLR1117D09.g	.	.	Protein kinase	MAPK/MAPKK/MAPKKK	8.9726	9.5288	11.447	10.8597	10.7139	11.2142
GS1_AS_24504_02184	SCEQLB2018G06.g	Cell wall metabolism	Phenylpropanoid biosynthesis	Cell wall	caffeic acid 3-O-methyltransferase	9.5314	9.7864	10.7666	10.0946	10.5484	10.2421
GS1_AS_14125_07289	SCVPRT2080G01.g	.	.	.	Nephrocystin-3			6.6729	6.4745		6.6917
GS1_AS_24491_05120	SCPIRT3021F04.g	.	.	.	Eukaryotic translation initiation factor 5A-4 (eIF-5A-4)	6.5297	6.3095	7.0392	6.7911	6.759	7.1304
GS1_AS_24494_03921	SCQGST1033G06.g	Cytoskeleton and vesicle trafficking	Structural protein	.	Coatomer subunit beta'-2; Beta'-coat protein 2; Beta'-COP 2	7.6893	8.3759	7.8058		8.391	
GS1_AS_14100_18629	SCVPRT2073B04.g	Pathogen Resistance	uncharacterized	Pathogenicity	Protease inhibitors	7.1725	7.2276	7.6991	7.3375	7.6973	7.4474
GS1_AS_19202_14898	SCCCLR1077A03.g	.	.	Secondary metabolism	sterol 4-alpha-methyl-oxidase	6.7995	6.6717	7.8551	7.4931	7.2607	7.3706
GS1_AS_24492_21540	SCPIRT3021H05.g	Carbohydrate metabolism	several pathways (several putative substrates)	Cell wall	glucosyltransferase	10.5559	10.6011	10.9491	10.552	10.8371	10.7542
GS1_SS_20910_09042	SCEZAD1078B10.g	.	.	.	.	9.468	10.0692	11.3952	11.4531	10.5452	10.9092
GS1_SS_20905_07837	SCRLFL1004C08.g	Cell wall metabolism	Polysaccharide biosynthesis	Cell wall	Cellulose synthase like (CSL)		6.5083	8.7589	7.7874	8.4278	
GS1_SS_20913_17199	SCJLFL1050B04.g	AminoAcid and nitrogen metabolism	synthase	Amino acid metabolism	anthranilate synthase beta subunit	13.2896	13.4149	14.495	13.6891	14.4566	13.6365
GS1_SS_20911_16916	SCCCRZ1C01C08.g	.	.	Protein metabolism	Auxin response factor 1	12.3705	12.3859	13.6751	14.6898	14.0111	14.2715
GS1_SS_20914_01736	SCEPAM1050F08.g	RNA metabolism	RNA polymerase	.	Probable elongator complex protein 4; ELP4	7.9381	7.4145	9.8421	9.8931	8.7729	10.4707
GS1_SS_20923_08702	SCCCRT2002B07.g	RNA metabolism	.	.	tRNA nucleotidyltransferase, mitochondrial; tRNA adenylyltransferase; tRNA CCA-pyrophosphorylase; CCA-adding enzyme;	11.0948	11.4775	12.1648	12.6303	12.1164	12.4157
GS1_SS_20904_19772	SCBGLR1117C04.g	.	.	Amino acid metabolism	aspartyl-tRNA synthetase	9.8664	9.9286	13.0956	12.9824	12.8753	13.0359
GS1_SS_20903_10399	SCSBHR1056B04.g	Unknown	Uncharacterized	.	RecName:Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor	11.8888	12.2902	15.1405	13.8121	12.6979	14.4958
GS1_AS_19100_20443	SCJFLR1013D08.g	Others	transferase	Stress	Water stress	7.0069	7.2103	7.391	6.6018	7.8543	
GS1_AS_24421_03085	SCAGCL6013D01.g	.	.	.	Scarecrow-like protein 14; AtSCL14; GRAS family protein 2; AtGRAS-2			6.7712	6.581	6.6787	
GS1_SS_20901_09949	SCRUHR1077F10.g	.	.	.	.	6.6933	7.1023	8.0686	8.9295	7.6787	9.0384
GS1_AS_24384_17504	SCRLAM2049E06.g	.	.	Cell cycle	SNARE-interacting protein KEULE	7.7068	7.2335	7.3567	7.9478	8.1488	7.6819
GS1_AS_19088_21590	SCEQLB1066D08.g	Protein metabolism	uncharacterized	Protein metabolism	Chloroplast ribosomal protein L3 precursor (Fragment)			6.9141	6.5972	6.9918	6.833
GS1_SS_20932_06513	SCRLLR1110H04.g	.	.	.	.	6.9325	6.4107	7.5236	7.1577	7.8757	6.7045
GS1_SS_20935_10655	SCBGHR1061H03.g	.	.	.	.		6.9835	8.0932	7.3641	7.7933	7.6454
GS1_SS_20936_11367	SCSGRZ3061E04.g	Unknown	uncharacterized	.	.	11.2483	11.8602	13.956	13.9685	13.0387	14.5734
GS1_SS_20939_02268	SCJLFL1053D12.g	.	.	.	RecName:Uncharacterized 24.1 kDa protein in LEF4-P33 intergenic region	6.6272	6.6016	6.7518	7.516		9.8
GS1_SS_20927_12834	SCJLFL1051F08.g	.	.	.	.			6.7502	7.4288	7.1372	
GS1_SS_20930_20409	SCEZRZ3049G03.g	.	.	G protein	alpha	11.0462	11.0066	12.3519	12.0638	12.3639	10.6784
GS1_SS_20929_04340	SCVPRZ2036E07.g	.	.	.	Myosin-11; Myosin heavy chain 11; Myosin heavy chain, gizzard smooth muscle	9.3691	9.4845	11.0609	10.3743	10.6284	9.3742
GS1_AS_19140_18141	SCSFRT2069F10.g	.	.	Amino acid metabolism	alanine--glyoxylate aminotransferase		6.3832	7.5703	8.2847	7.6581	8.2872
GS1_AS_19127_04262	SCJFRZ2013E04.g	.	.	.	Putative protein Pop3			6.577	6.1796		6.4271
GS1_AS_24297_00312	SCRLFL4029A04.g	.	.	.	E3 ubiquitin-protein ligase UBR4; N-recognin-4; Zinc finger UBR1-type protein 1			6.4109	6.7952		6.6434
GS1_SS_20891_03357	SCJFRZ2026B09.g	Signal Transduction	.	.	Snakin-1;	8.3387	8.1166	9.2195	10.3768	10.5276	8.2757
GS1_SS_20894_09358	SCJLLR1054F06.g	Transposable element-related	Ty3-gypsy subclass	.	.	15.4886	15.4344	16.4569	15.5384	16.6805	14.7351
GS1_SS_20896_06105	SCCCFL5001B04.g	.	.	.	39S ribosomal protein L41-A, mitochondrial precursor (L41mt-A) (MRP-L41-A)	7.7654	7.7173	9.0297	9.1145	8.9732	9.0471
GS1_SS_20889_00502	SCRLAD1044E07.g	.	.	.	RecName:L-galactose dehydrogenase; Short=At-GalDH; Short=L-GalDH	11.2734	11.1166	13.7133	13.1854	13.3423	12.2733
GS1_AS_24348_18634	SCEPLR1030B03.g	.	.	Pathogenicity	tomato LRP protein	6.5104	6.8469	7.5354	7.5232	7.1389	7.9573
GS1_AS_24251_19297	SCEZRZ1015D09.g	Signal Transduction	kinase/phosphatase	Protein kinase	putative RLCK	6.9097		8.4529	6.1767		6.6266
GS1_AS_24272_20209	SCCCST1002F06.g	Light harvesting	chlorophyll binding	Carbohydrate metabolism	chlorophyll a/b binding protein (CAB)	7.0249	6.8967	7.4403	6.7535	7.7616	
GS1_SS_13498_06344	SCJLRT2051E06.g	Protein metabolism	.	.	Peptidyl-prolyl cis-trans isomerase 1; Rotamase Pin1; PPIase Pin1; MdPin1	11.6099	11.533	12.9417	12.9397	12.8402	12.8333
GS1_SS_13495_06832	SCCCLR1C05D01.g	.	.	.	E3 ubiquitin-protein ligase At4g11680; RING finger protein At4g11680	10.6378	10.8501	11.7636	12.5117	11.7693	12.76
GS1_SS_13494_13420	SCBFRZ2019E03.g	.	.	.	Diphthamide biosynthesis protein 3; Kluyveromyces lactis toxin-insensitive protein 11	12.1172	12.1048	13.5062	14.6702	13.5449	15.3215
GS1_SS_13493_02002	SCJLRT2051B08.g	.	.	.	.	9.1205	9.475	10.8691	9.4168	10.935	8.5449
GS1_SS_13490_19076	SCJLRT2051B01.g	.	.	Pathogenicity	R-genes	6.6111	7.0164	7.9537	8.1747	7.7277	8.462
GS1_AS_14358_15333	SCCCRZ2002C08.g	.	.	Nucleic acid metabolism	chromatin assembly/disassembly	7.6025	7.295	10.3519	8.6214	9.0365	9.728
GS1_SS_13489_09923	SCCCLB1024H05.g	.	.	.	Alpha-L-fucosidase 2; Alpha-L-fucoside fucohydrolase 2; Alpha-1,2-fucosidase 2;	8.9165	8.4052	10.0859	10.5096	9.8687	10.7383
GS1_SS_18468_09347	SCMCST1058E09.g	.	.	.	THO complex subunit 5 homolog B	7.8626		10.0676	9.5295	8.8559	9.3347
GS1_SS_16008_15464	SCCCLR1022B09.g	.	.	Protein metabolism	Elongation factor 1 alpha subunit	15.9352	15.8715	17.2179	16.4858	16.3774	17.2655
GS1_SS_18471_10852	SCBFST3135B05.g	Protein metabolism	heat-shock protein	.	18.1 kDa class I heat shock protein; HSP 18.1	11.2315	10.6657	11.7017	12.5089	11.9673	14.0767
GS1_SS_16010_08584	SCCCST3083A12.g	Unknown	uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 1; AltName:Plenty-of-prolines 101	7.6121	6.8825				
GS1_SS_18473_12053	SCBFST3135D08.g	.	.	.	.			6.6372	7.3272		7.7537
GS1_SS_16012_04941	SCJLRZ3077A12.g	Unknown	uncharacterized	.	.			7.4168	8.0016	7.3523	7.3765
GS1_SS_18474_13741	SCBFST3135E04.g	.	.	.	Uncharacterized protein At1g22800	9.8875	10.0411	11.1972	11.4302	11.1483	11.6403
GS1_SS_16014_12580	SCEZRZ1014C10.g	.	.	.	DUF246 domain-containing protein At1g04910	9.2569	9.3285	10.8269	10.9089	10.8654	11.0529
GS1_SS_16015_12275	SCJLRZ3077C11.g	.	.	.	.	8.7491	8.7355	9.9664	10.9117	10.0914	10.7843
GS1_SS_16016_08567	SCJLRZ3077E12.g	.	.	.	.			6.9411	7.2072	6.8614	6.7542
GS1_SS_16017_06798	SCEZAM2035F02.g	.	.	.	Nuclear pore glycoprotein p62; 62 kDa nucleoporin	10.5763	10.4884	13.371	11.9134	11.2716	11.8596
GS1_SS_18482_16104	SCACLR2014H03.g	Cytoskeleton and vesicle trafficking	SNARE	Stress	RecName:Glycoprotein gp2; AltName:Glycoprotein X; Short=GpX; Flags: Precursor	10.49	9.6333	12.144	7.7	11.3837	7.5709
GS1_SS_13501_13911	SCEZLR1052G11.g	.	.	.	Ubiquitin-like modifier-activating enzyme 5; Ubiquitin-activating enzyme 5; Ubiquitin-activating enzyme E1 domain-containing protein 1; UFM1-activating enzyme	10.6515	10.6253	11.9358	12.3529	11.855	12.5631
GS1_SS_16018_00210	SCJLRZ3077F12.g	Cell wall metabolism	synthase	.	Dehydrodolichyl diphosphate synthase 2 (Dedol-PP synthase 2)	9.4836	9.167	11.9962	17.4463	12.1206	17.286
GS1_SS_18463_21827	SCCCLB1021E06.g	Carbohydrate metabolism	Starch synthase EC 2.4.1.21 	Carbohydrate metabolism	Starch and sucrose metabolism	15.3954	14.444	12.8203	12.1204	15.7041	9.5005
GS1_SS_18464_13351	SCVPRZ2037A11.g	.	.	.	Deoxynucleotidyltransferase terminal-interacting protein 2; Terminal deoxynucleotidyltransferase-interacting factor 2; TdT-interacting factor 2; Estrogen receptor-binding protein; LPTS-interacting protein 2; LPTS-RP2	11.4248	11.0206	13.1592	12.3108	12.5527	12.2058
GS1_SS_16005_09886	SCJFST1048C08.g	Unknown	uncharacterized	.	.	8.6246	7.9279	7.4114		9.4521	
GS1_SS_13487_20028	SCEQRT1024H10.g	Pathogen Resistance	uncharacterized	Carbohydrate metabolism	Glyoxylate cycle	7.5877	7.8292	7.3213	9.9735	8.8237	16.4757
GS1_AS_14379_01115	SCCCRZ1C01C03.g	.	.	.	60S ribosomal export protein NMD3			6.5345	6.1739	6.5891	6.4143
GS1_SS_13517_13847	SCJLRT2052H03.g	.	.	.	Calcium-binding protein 39; Protein Mo25 Calcium-binding protein 39	10.1064	9.9499	10.687	10.5712	10.9686	9.7512
GS1_SS_13516_09130	SCJLRT2052H01.g	Cell wall metabolism	Other glycan degradation	Cell wall	beta-1,3-glucanase Glycosyl hydrolases family 17			7.8778	8.0593		8.4739
GS1_SS_13515_16427	SCEQRT1031B01.g	Carbohydrate metabolism	several pathways (several putative substrates)	Cell wall	glucosyltransferase	8.3367	9.0704	13.4322	12.6659	11.5168	14.6443
GS1_SS_13514_10358	SCJLRT2052F08.g	Unknown	uncharacterized	.	.	12.5651	12.3936	12.9361	13.6225	14.3844	15.0454
GS1_SS_13513_20299	SCJLRT2052C03.g	.	.	Carbohydrate metabolism	Putative xylulose kinase	7.4386	8.02	10.4635	9.227	9.022	8.3021
GS1_AS_14389_05533	SCJFRZ1005F11.g	.	.	.	Component of gems protein 2 OS=Dictyostelium discoideum GN=gemin2 PE=3 SV=1 		6.8281	7.4093	7.6792	7.9478	7.0507
GS1_SS_13512_16919	SCJLRT1021A03.g	.	.	Carbohydrate metabolism	cellulose synthase (UDP-forming)	8.4498	9.0596	8.4335	8.8516	8.5905	7.6503
GS1_SS_13509_08680	SCJLRT2052C04.g	Unknown	Uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 1; AltName:SR-related nuclear matrix protein of 160 kDa; Short=SRm160; AltName:Ser/Arg-related nuclear matrix protein	7.3412	7.1096	9.1716	10.0412	7.6393	10.9559
GS1_SS_13507_11977	SCJLRT2052B07.g	.	.	.	Protein unc-84 homolog B; Sad1/unc-84 protein-like 2	11.6433	11.7149	12.8701	13.2542	13.0042	13.2141
